,track_name,plays,first_played,last_played,days_between,days_played
537,3 Kreuze / Lichterloh,28,2016-12-05 15:45:00+00:00,2021-01-30 13:43:25+00:00,1516,18
538,6:00,28,2019-05-29 09:08:17+00:00,2021-03-02 09:23:54+00:00,643,19
539,Ktir,28,2020-03-17 20:01:47+00:00,2021-11-12 07:10:57+00:00,604,21
540,Wie Zuhause,28,2019-01-01 14:55:05+00:00,2022-04-02 12:14:46+00:00,1186,23
541,Benzin,28,2021-11-08 10:30:09+00:00,2022-08-01 12:31:41+00:00,266,23
542,Beinebrechen,28,2019-01-01 16:34:44+00:00,2022-11-14 09:24:29+00:00,1412,23
543,1000x COOLER,28,2019-10-27 17:32:27+00:00,2022-07-14 14:56:11+00:00,990,24
544,Wait a Minute!,28,2021-01-06 15:51:50+00:00,2023-03-03 08:48:00+00:00,785,18
545,Panic,28,2016-05-17 14:17:00+00:00,2021-05-20 06:10:38+00:00,1828,17
546,DJ Got Us Fallin' In Love (feat. Pitbull),28,2019-08-09 10:47:05+00:00,2023-05-07 14:00:30+00:00,1367,27
547,Impossible Year,28,2017-06-06 18:25:41+00:00,2018-10-17 14:56:48+00:00,497,10
548,The Judge,28,2018-08-12 09:58:46+00:00,2022-03-02 07:57:01+00:00,1297,16
549,Sophomore,28,2022-04-30 14:29:58+00:00,2022-10-18 15:58:37+00:00,171,15
550,Netflix,28,2022-06-14 14:07:59+00:00,2022-09-08 08:54:18+00:00,85,16
551,Life is a Highway,28,2021-07-19 11:43:54+00:00,2023-03-10 15:32:53+00:00,599,24
552,Let's Sexualität,28,2016-05-17 14:39:04+00:00,2023-03-10 16:29:55+00:00,2488,15
553,Fickfinger,27,2016-10-01 21:56:43+00:00,2023-02-17 09:07:14+00:00,2329,17
554,Hallelujah,27,2017-06-06 09:50:04+00:00,2018-12-13 15:59:59+00:00,555,9
555,LA Devotee,27,2017-06-06 09:50:04+00:00,2021-01-06 09:02:14+00:00,1309,10
556,I Hear a Symphony,27,2022-05-10 08:02:12+00:00,2023-02-06 13:56:19+00:00,272,15
557,Solitude,27,2018-07-28 08:39:06+00:00,2023-02-14 13:04:03+00:00,1662,23
558,Soulful,27,2018-10-30 18:36:14+00:00,2023-04-07 08:57:18+00:00,1619,24
559,Kids,27,2020-04-04 12:22:07+00:00,2021-11-29 14:50:36+00:00,604,19
560,Go Out,27,2020-11-26 11:46:34+00:00,2022-07-15 13:16:05+00:00,596,21
561,Cry Out For A Hero,27,2022-11-28 17:34:23+00:00,2023-05-12 17:00:07+00:00,164,20
562,Surf,27,2020-01-28 13:40:09+00:00,2022-12-22 12:11:11+00:00,1058,15
563,Le souvenir des temps gracieux,27,2017-11-15 17:41:40+00:00,2022-12-06 13:22:10+00:00,1846,17
564,thoughts & prayers,27,2019-01-31 14:16:14+00:00,2021-12-08 12:16:29+00:00,1041,20
565,"One Scotch, One Bourbon, One Beer",27,2022-02-23 18:13:05+00:00,2022-07-13 13:09:30+00:00,139,18
566,Harami,27,2019-05-01 18:49:37+00:00,2021-10-11 15:09:20+00:00,893,17
567,Dawn of the Dragonstar,27,2022-11-25 17:40:04+00:00,2023-05-14 22:12:55+00:00,170,23
568,Doktor spielen,27,2017-05-18 22:05:30+00:00,2021-05-27 10:30:13+00:00,1469,19
569,Dear Lillie,27,2019-08-06 09:13:14+00:00,2022-07-17 15:51:42+00:00,1076,21
570,The Vulture and the Little Boy,27,2020-03-16 11:57:00+00:00,2021-11-12 07:10:45+00:00,605,20
571,Love The Way You Lie,27,2016-05-11 18:41:25+00:00,2023-05-07 13:20:21+00:00,2551,26
572,Working Class,27,2019-11-25 14:42:11+00:00,2020-11-07 16:18:28+00:00,348,16
573,Dein ist mein ganzes Herz,27,2021-03-20 12:20:52+00:00,2022-06-05 23:50:43+00:00,442,19
574,432,26,2017-11-15 15:16:35+00:00,2022-12-06 13:40:42+00:00,1846,16
575,To Let A Good Thing Die,26,2022-05-10 08:12:09+00:00,2023-04-24 09:56:29+00:00,349,15
576,Call Me Maybe,26,2017-05-07 12:48:55+00:00,2023-03-10 15:47:09+00:00,2133,24
577,Hold My Hand,26,2017-01-13 17:58:23+00:00,2021-12-02 05:52:20+00:00,1783,20
578,New Home,26,2018-09-27 10:35:24+00:00,2021-08-10 12:07:15+00:00,1048,19
579,Atlantic.Wav,26,2021-01-08 18:13:56+00:00,2023-02-14 13:39:10+00:00,766,24
580,Alles Gute,26,2019-09-25 15:35:10+00:00,2022-01-28 18:53:47+00:00,856,21
581,Bye Bye aka Delicious,26,2019-10-02 16:12:48+00:00,2021-07-10 13:11:56+00:00,646,16
582,Rausch,26,2021-11-23 08:16:55+00:00,2022-05-24 14:51:49+00:00,182,12
583,French Connection,26,2019-12-20 13:46:28+00:00,2020-02-24 06:41:14+00:00,65,8
584,"The Four Seasons, Violin Concerto No. 2 in G Minor, RV 315 ""L'estate"": III. Tempo impetuoso d'estate",26,2019-08-06 07:35:46+00:00,2020-02-26 14:14:16+00:00,204,18
585,Solar,26,2022-10-21 14:12:17+00:00,2023-03-20 13:14:43+00:00,149,16
586,Burning Sun,26,2022-10-28 09:04:03+00:00,2023-04-03 12:41:30+00:00,157,21
587,Back to the World,26,2021-04-28 06:26:20+00:00,2022-11-02 15:53:10+00:00,553,20
588,Let It All Out,26,2017-06-30 14:20:23+00:00,2020-07-23 05:21:35+00:00,1118,17
589,Wo bist Du? (feat. Alligatoah),26,2022-07-30 19:50:16+00:00,2022-12-22 11:53:08+00:00,144,19
590,War,26,2019-02-27 08:55:42+00:00,2022-03-22 06:15:28+00:00,1118,18
591,"The Good, the Bad and the Dirty",26,2017-06-06 09:50:05+00:00,2018-10-17 15:09:26+00:00,498,9
592,Rio-Reiser-Platz,26,2022-02-21 14:39:41+00:00,2022-07-25 09:21:23+00:00,153,15
593,Grenade,26,2016-10-05 21:06:18+00:00,2023-05-07 13:05:21+00:00,2404,23
594,Mercy,26,2016-10-16 17:21:09+00:00,2022-04-04 10:48:09+00:00,1995,20
595,Getsomerest/sleepwell,26,2018-08-04 13:39:20+00:00,2023-04-07 08:40:46+00:00,1706,23
596,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",25,2018-12-12 20:38:02+00:00,2022-02-28 15:07:41+00:00,1173,19
597,Gypsy,25,2019-12-20 11:40:50+00:00,2021-04-13 21:54:28+00:00,480,8
598,Zu wahr,25,2020-08-01 09:58:46+00:00,2022-04-02 11:25:58+00:00,609,18
599,The Can't Be Love,25,2019-12-20 14:00:10+00:00,2020-02-24 06:50:48+00:00,65,7
600,Golden Days,25,2017-06-06 09:50:05+00:00,2018-07-25 10:03:21+00:00,414,8
601,Flowers (Say My Name),25,2021-12-07 14:37:20+00:00,2022-09-29 10:34:02+00:00,295,18
602,Gelernt,25,2019-10-08 14:01:55+00:00,2022-05-23 16:50:48+00:00,958,21
603,Wild Ones (feat. Sia),25,2016-08-03 18:24:21+00:00,2023-01-17 11:32:53+00:00,2357,21
604,Faster You Fall,25,2022-01-14 21:23:50+00:00,2022-10-23 19:28:04+00:00,281,19
605,Bills,25,2016-07-02 16:18:56+00:00,2022-01-20 13:30:59+00:00,2027,18
606,Concerto for two violins BWV 1043 in D Minor: Concerto for two violins BWV 1043 in D Minor: III. Allegro,25,2019-03-21 10:11:58+00:00,2020-02-26 14:11:35+00:00,342,22
607,Nicht wie du,25,2019-06-26 18:59:37+00:00,2022-01-20 13:17:11+00:00,938,15
608,Freie Liebe,25,2018-11-18 12:28:14+00:00,2021-09-30 15:35:04+00:00,1047,20
609,Morgens,25,2017-05-19 17:55:34+00:00,2022-01-10 08:43:21+00:00,1696,17
610,The Perfect Crime,25,2021-11-02 17:59:57+00:00,2022-11-09 15:09:09+00:00,371,20
611,Day Dream,25,2017-11-14 21:45:38+00:00,2022-12-06 13:27:18+00:00,1847,18
612,Pippa's Theme,25,2017-11-15 17:38:32+00:00,2022-05-02 10:15:24+00:00,1628,15
613,Hell Yeah,25,2021-07-14 15:59:46+00:00,2022-11-02 16:00:03+00:00,476,17
614,INBETWEEN,25,2022-11-05 09:29:16+00:00,2023-01-05 14:41:04+00:00,61,16
615,Impermanence,25,2017-11-13 17:47:31+00:00,2022-12-06 13:29:18+00:00,1848,19
616,Don’t Trip (with GAYLE),25,2022-11-08 07:39:17+00:00,2023-01-15 13:11:25+00:00,68,18
617,"Newman: Any Other Name - from ""American Beauty""",25,2018-03-19 09:39:00+00:00,2020-06-29 13:28:37+00:00,833,19
618,Blaulicht,25,2022-06-14 15:45:07+00:00,2022-12-07 15:32:33+00:00,175,18
619,I Will Survive,25,2018-01-11 15:06:51+00:00,2022-05-20 09:24:03+00:00,1589,7
620,Nuvole Bianche,24,2016-11-09 16:36:09+00:00,2021-04-13 12:56:42+00:00,1615,19
621,Ahnma,24,2016-08-27 07:36:49+00:00,2021-08-12 06:10:37+00:00,1810,20
622,Good Feeling,24,2019-07-29 11:39:05+00:00,2023-05-07 13:31:39+00:00,1378,20
623,Bist du Okay - Pianoversion,24,2020-11-11 17:44:31+00:00,2022-12-19 22:41:58+00:00,768,15
624,Du bist immer für mich da,24,2022-05-12 09:34:39+00:00,2022-07-27 18:51:55+00:00,76,12
625,Sky Mall,24,2021-07-27 05:30:15+00:00,2023-05-05 15:41:40+00:00,647,19
626,Das Leben ist dumm,24,2021-05-10 13:23:38+00:00,2023-03-23 13:51:11+00:00,682,16
627,Lass Das Licht An (feat. Deichkind),24,2021-11-08 15:08:28+00:00,2022-05-10 20:10:26+00:00,183,14
628,September - Piano Version,24,2020-09-01 07:20:12+00:00,2022-11-09 16:09:28+00:00,799,21
629,2009,24,2018-08-24 14:49:01+00:00,2023-04-23 12:55:26+00:00,1702,16
630,Marie,24,2019-09-21 13:34:35+00:00,2021-07-17 15:13:05+00:00,665,15
631,Beluga,24,2021-11-04 16:35:29+00:00,2022-11-09 06:54:58+00:00,369,19
632,Holz,24,2016-08-28 19:22:25+00:00,2021-05-26 12:43:47+00:00,1731,18
633,Wanderlust,24,2017-11-14 21:53:54+00:00,2022-12-06 13:27:54+00:00,1847,21
634,6AM.........,24,2020-01-15 23:54:55+00:00,2020-02-05 16:19:32+00:00,20,7
635,Ich geh heut nicht mehr tanzen,24,2020-11-25 11:42:56+00:00,2022-03-23 11:20:41+00:00,482,17
636,Brother,24,2019-08-15 18:25:42+00:00,2022-12-07 14:16:32+00:00,1209,22
637,The Shore,24,2018-05-30 16:19:00+00:00,2019-05-19 19:44:57+00:00,354,13
638,Little Do You Know,24,2017-05-09 15:21:33+00:00,2022-02-15 19:00:03+00:00,1743,16
639,A Heartfelt Silence,24,2017-11-15 18:02:02+00:00,2022-11-09 16:15:23+00:00,1819,17
640,An Amalgamation Waltz 1839,24,2017-11-15 18:06:09+00:00,2022-12-06 13:13:43+00:00,1846,18
641,Kickdown,24,2019-10-16 18:42:46+00:00,2021-01-12 13:45:18+00:00,453,9
642,I Need A Face,24,2019-01-17 14:19:38+00:00,2021-09-30 13:23:35+00:00,986,18
643,WBDDDMG,24,2019-05-01 19:03:36+00:00,2022-04-25 19:10:15+00:00,1090,21
644,Better Than Gold,24,2023-01-02 18:02:24+00:00,2023-05-03 07:31:20+00:00,120,13
645,Candle Light Döner,24,2017-06-06 18:26:57+00:00,2021-09-09 12:52:21+00:00,1555,15
646,Think About Things,23,2021-11-08 09:33:13+00:00,2022-07-14 14:22:08+00:00,248,19
647,Villa Geogrette,23,2019-12-20 13:49:42+00:00,2020-02-24 06:35:11+00:00,65,8
648,Viper's Dream,23,2019-12-20 13:52:49+00:00,2020-02-24 06:31:57+00:00,65,7
649,Acht,23,2020-01-15 21:24:48+00:00,2021-01-12 11:13:08+00:00,362,9
650,"Hey Look Ma, I Made It",23,2018-06-22 17:31:52+00:00,2021-02-19 12:58:57+00:00,972,18
651,Honeysuckle Rose,23,2019-12-20 14:06:07+00:00,2020-02-24 15:27:36+00:00,66,6
652,Black Coffee,23,2018-08-03 14:30:00+00:00,2023-02-21 20:02:37+00:00,1663,19
653,Scream & Shout,23,2020-05-21 20:09:00+00:00,2023-02-21 18:22:13+00:00,1005,21
654,Body & Soul,23,2019-12-20 13:43:43+00:00,2021-12-01 19:41:12+00:00,712,8
655,Gang,23,2017-05-18 22:44:18+00:00,2022-01-10 09:07:06+00:00,1697,12
656,Losing No Time,23,2019-12-20 13:37:27+00:00,2020-02-25 06:35:08+00:00,66,8
657,Down Under,23,2018-08-11 11:29:25+00:00,2023-04-13 17:33:35+00:00,1706,19
658,No No,23,2019-06-27 09:51:23+00:00,2020-02-05 17:36:20+00:00,223,9
659,Kleine Hure,23,2019-06-25 09:18:39+00:00,2022-01-20 15:29:42+00:00,940,14
660,It Don't Mean A Thing,23,2019-12-20 13:09:47+00:00,2020-02-24 06:28:52+00:00,65,7
661,Stolpersteine,23,2019-09-02 17:04:25+00:00,2021-11-28 15:09:14+00:00,817,16
662,Nevermind,23,2018-10-27 13:58:11+00:00,2022-01-01 18:01:36+00:00,1162,19
663,River,23,2019-06-10 19:24:16+00:00,2022-03-18 12:07:30+00:00,1011,18
664,Fancy,23,2022-01-01 23:09:37+00:00,2023-02-04 13:10:12+00:00,398,14
665,Every Ending Is a New Beginning,22,2019-02-16 17:52:29+00:00,2022-12-06 13:22:24+00:00,1388,21
666,Nicotine,22,2016-08-01 17:38:36+00:00,2018-10-17 15:16:26+00:00,806,8
667,A Beautiful Mind,22,2020-07-12 15:42:08+00:00,2022-07-25 09:17:42+00:00,742,14
668,Wake Up,22,2017-06-30 14:20:23+00:00,2022-09-21 21:36:42+00:00,1909,15
669,Party on the Rooftop,22,2022-03-04 16:21:28+00:00,2022-12-07 15:19:13+00:00,277,19
670,Tarantino Style,22,2016-12-06 14:05:46+00:00,2021-01-30 14:01:55+00:00,1515,12
671,Swing '42,22,2019-12-20 14:03:08+00:00,2020-02-25 05:59:06+00:00,66,7
672,When You Were Mine,22,2022-02-21 14:38:12+00:00,2022-09-26 12:45:48+00:00,216,18
673,Sisters,22,2018-06-21 13:00:41+00:00,2021-12-08 12:43:54+00:00,1265,17
674,The Earth - Live,22,2019-08-28 11:55:54+00:00,2021-07-12 10:56:24+00:00,683,14
675,This Is Gospel,22,2017-06-04 10:40:56+00:00,2022-01-20 13:20:18+00:00,1691,11
676,Out Of Se Window,22,2016-12-22 11:38:12+00:00,2019-01-09 21:41:51+00:00,748,8
677,OdeToYou,22,2019-03-03 18:38:12+00:00,2023-02-14 12:19:21+00:00,1443,21
678,I Will Wait,22,2020-04-17 19:31:10+00:00,2021-12-02 06:01:46+00:00,593,19
679,Sommergewitter,22,2021-07-19 11:46:42+00:00,2023-02-04 12:31:32+00:00,565,17
680,"Mama, kannst du mich abholen II",22,2017-05-17 15:09:58+00:00,2019-02-19 16:55:11+00:00,643,16
681,Beten & Beißen,22,2020-08-18 17:10:22+00:00,2021-12-04 21:23:16+00:00,473,16
682,Ya Salam,22,2017-05-07 12:55:56+00:00,2017-11-13 17:13:37+00:00,190,9
683,Club Can't Handle Me (feat. David Guetta),22,2020-05-23 11:04:33+00:00,2023-02-21 18:33:51+00:00,1004,22
684,Girls Talk,22,2019-12-20 11:35:29+00:00,2020-02-24 06:47:14+00:00,65,7
685,Retro Shirt,22,2019-09-21 14:08:12+00:00,2022-06-14 14:31:41+00:00,997,22
686,Frei,22,2021-11-07 15:12:05+00:00,2022-09-04 19:20:16+00:00,301,19
687,Vermächtnis,22,2019-05-01 19:09:06+00:00,2022-04-25 19:14:37+00:00,1090,18
688,Ohne Dich,22,2017-03-31 19:21:36+00:00,2022-03-25 16:10:37+00:00,1819,18
689,don't miss me,21,2022-01-21 17:13:07+00:00,2022-10-23 19:40:24+00:00,275,16
690,Unterm Schrank,21,2018-04-26 05:01:17+00:00,2021-07-20 13:31:27+00:00,1181,11
691,Run Run Run,21,2020-01-15 21:28:05+00:00,2020-03-10 16:36:04+00:00,54,8
692,Pillen im Club (Skit),21,2018-03-07 12:40:51+00:00,2021-01-23 16:08:54+00:00,1053,17
693,Drive Slow,21,2020-05-20 13:26:11+00:00,2023-04-22 13:13:18+00:00,1066,18
694,bad idea!,21,2021-11-04 09:01:43+00:00,2022-04-03 15:01:45+00:00,150,16
695,Misanthrop,21,2017-05-18 22:46:45+00:00,2022-01-10 09:09:32+00:00,1697,14
696,weird!,21,2020-04-29 09:21:13+00:00,2021-11-03 10:16:22+00:00,553,16
697,Mafarr,21,2020-03-17 23:46:37+00:00,2021-11-17 08:30:12+00:00,609,14
698,Circles,21,2019-09-15 12:35:52+00:00,2022-11-29 19:07:21+00:00,1171,17
699,for you,21,2019-05-28 14:56:53+00:00,2023-04-22 14:15:06+00:00,1424,21
700,Kokaina,21,2016-11-14 17:44:27+00:00,2018-10-19 16:10:23+00:00,703,14
701,Sand in die Augen,21,2021-11-08 10:00:10+00:00,2022-02-11 08:22:48+00:00,94,17
702,I CAN'T WAIT,21,2022-05-08 13:42:10+00:00,2023-03-24 08:53:15+00:00,319,19
703,Keiner von den Quarterbacks,21,2022-01-10 18:34:01+00:00,2022-10-23 19:40:25+00:00,286,18
704,HCQ Strut,21,2019-12-20 13:55:25+00:00,2020-01-01 02:54:29+00:00,11,6
705,"Relax, Take It Easy",21,2020-09-05 12:39:54+00:00,2023-03-31 16:21:57+00:00,937,12
706,Reine Seele,21,2022-05-12 08:05:32+00:00,2022-08-18 19:49:32+00:00,98,12
707,Girls / Girls / Boys,21,2017-06-04 16:54:51+00:00,2017-09-14 16:21:38+00:00,101,7
708,Niemand bringt Marten um,21,2021-09-05 09:23:20+00:00,2022-10-13 11:18:47+00:00,403,18
709,Wine & Stephan,21,2019-12-20 14:28:27+00:00,2020-02-24 06:38:30+00:00,65,7
710,One Call Away,21,2016-08-16 12:27:31+00:00,2022-12-19 22:40:07+00:00,2316,7
711,How High The Moon,21,2019-12-20 11:37:51+00:00,2020-04-15 15:07:31+00:00,117,7
712,Früher war besser,21,2017-05-06 08:22:35+00:00,2021-01-27 14:45:45+00:00,1362,12
713,What They Want,21,2017-09-14 12:46:09+00:00,2022-07-11 19:10:07+00:00,1761,18
714,No Biggie,21,2022-03-22 06:19:35+00:00,2022-05-19 12:05:16+00:00,58,10
715,SUBEME LA RADIO,21,2017-07-06 16:47:04+00:00,2017-08-05 16:51:26+00:00,30,7
716,Nie zu Ende - Akustik Version,20,2017-08-11 13:56:22+00:00,2021-12-01 15:30:46+00:00,1573,15
717,Bäm,20,2022-02-21 08:59:40+00:00,2022-07-07 17:11:10+00:00,136,14
718,Surges (variation),20,2021-04-09 21:56:47+00:00,2022-07-17 18:16:12+00:00,463,15
719,Babygirl,20,2021-04-15 11:16:48+00:00,2022-04-25 19:15:40+00:00,375,17
720,Was kostet mich deine Liebe (feat. Joshi Mizu),20,2018-03-23 18:44:55+00:00,2021-01-23 16:08:55+00:00,1036,17
721,Mona Lisa,20,2021-11-12 14:30:32+00:00,2022-11-09 06:59:30+00:00,361,19
722,Kolibri,20,2021-04-16 09:05:09+00:00,2022-05-10 20:36:45+00:00,389,11
723,No-One To Fall In Love With,20,2019-12-20 14:31:31+00:00,2020-01-01 03:02:22+00:00,11,6
724,Get Yer Papers,20,2019-11-25 15:39:47+00:00,2020-11-07 16:33:57+00:00,348,13
725,1990,20,2020-10-30 10:23:00+00:00,2021-12-04 21:07:47+00:00,400,15
726,Jenny Jenny,20,2020-11-09 19:16:36+00:00,2021-11-04 18:24:18+00:00,359,12
727,Colorado,20,2021-07-23 06:57:49+00:00,2022-11-09 06:54:29+00:00,473,17
728,girls,20,2018-10-28 15:24:42+00:00,2022-04-19 12:38:01+00:00,1268,15
729,Unus mundus,20,2019-07-30 18:38:53+00:00,2021-12-14 09:00:58+00:00,867,18
730,"Chopin: Piano Sonata No. 2 in B-Flat Minor, Op. 35 ""Funeral March"": III. Marche funèbre. Lento",20,2019-08-05 11:44:57+00:00,2020-02-19 15:11:28+00:00,198,18
731,02 - Betrug beim Casting - Teil 26,20,2018-03-04 19:04:44+00:00,2018-03-10 17:42:20+00:00,5,2
732,The Last Cherry Blossom,20,2021-01-08 17:52:01+00:00,2023-04-22 12:27:56+00:00,833,19
733,Minor Swing,20,2019-12-20 13:39:56+00:00,2020-01-01 02:59:19+00:00,11,5
734,4 AM,20,2020-01-20 23:42:46+00:00,2022-01-13 16:47:14+00:00,723,7
735,Love Really Hurts Without You,20,2021-10-12 17:54:40+00:00,2022-12-19 22:40:13+00:00,433,7
736,The Best Moment,20,2020-12-01 19:55:50+00:00,2023-04-07 13:54:09+00:00,856,19
737,Kein Tag,20,2018-04-02 16:13:39+00:00,2022-02-15 16:46:29+00:00,1415,11
738,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],20,2016-08-08 16:59:02+00:00,2023-05-07 12:27:18+00:00,2462,14
739,Swing '84,20,2019-12-20 11:43:15+00:00,2020-01-01 03:07:45+00:00,11,5
740,Diggy Diggy,20,2017-05-06 08:22:35+00:00,2021-05-20 06:04:19+00:00,1474,10
741,Into the Dark Blue,20,2019-02-16 17:37:22+00:00,2021-12-06 18:57:24+00:00,1024,15
742,Falling,20,2016-07-04 15:50:19+00:00,2021-09-14 07:33:02+00:00,1897,13
743,Level of Concern,20,2020-07-16 16:07:28+00:00,2022-04-08 09:51:31+00:00,630,15
744,Hass,20,2019-01-03 16:53:44+00:00,2021-09-30 13:19:34+00:00,1000,14
745,Panamera Flow,20,2021-03-18 09:49:50+00:00,2022-05-10 20:21:26+00:00,418,2
746,Flowers,20,2018-07-27 07:47:52+00:00,2021-10-24 17:17:09+00:00,1185,16
747,2002,20,2019-10-10 18:49:07+00:00,2020-02-05 17:40:18+00:00,117,7
748,Bitte brich mein Herz nicht Baby,20,2021-11-08 15:08:10+00:00,2022-05-19 12:50:10+00:00,191,16
749,Paris,20,2017-01-28 11:30:36+00:00,2021-02-26 19:42:19+00:00,1490,15
750,Funeral,20,2016-01-24 11:27:07+00:00,2021-07-14 13:55:09+00:00,1998,11
751,Poker Face,20,2020-05-22 13:20:55+00:00,2023-05-07 12:45:12+00:00,1079,19
752,Raindrops,19,2018-10-25 18:26:09+00:00,2023-04-22 13:38:11+00:00,1639,17
753,"Sommer, Sonne, Depression",19,2022-02-21 09:08:59+00:00,2022-07-07 12:30:23+00:00,136,15
754,Bentley Coupe,19,2022-08-30 12:49:18+00:00,2023-03-24 08:48:03+00:00,205,15
755,Palmen aus Plastik,19,2016-08-27 07:29:45+00:00,2017-10-08 16:22:24+00:00,407,14
756,Main Bitch,19,2017-05-18 22:49:09+00:00,2022-01-10 09:11:55+00:00,1697,10
757,Overdose,19,2019-01-31 14:17:03+00:00,2022-09-02 17:37:17+00:00,1310,12
758,Dance Monkey,19,2020-12-30 16:36:18+00:00,2023-01-06 18:08:31+00:00,737,15
759,Mein Gott hat den Längsten,19,2017-05-16 12:48:05+00:00,2021-11-02 17:26:30+00:00,1631,14
760,A Heartfelt Silence 2,19,2017-11-15 17:21:30+00:00,2022-05-02 10:16:23+00:00,1628,13
761,Tired Boy,19,2020-12-01 19:52:26+00:00,2023-04-22 13:48:35+00:00,871,19
762,Bandit (with YoungBoy Never Broke Again),19,2019-10-10 18:28:35+00:00,2021-10-11 15:10:25+00:00,731,7
763,When I Wake Up,19,2016-06-10 11:13:42+00:00,2023-01-06 18:09:03+00:00,2401,14
764,Benzema,19,2019-01-26 12:08:40+00:00,2021-01-23 16:01:11+00:00,728,15
765,Das Gleiche,19,2017-05-28 08:00:16+00:00,2021-05-20 06:37:17+00:00,1452,12
766,Water,19,2018-10-25 09:49:06+00:00,2023-02-21 20:22:13+00:00,1580,19
767,Wand,19,2022-06-14 15:53:19+00:00,2022-12-22 11:45:29+00:00,190,14
768,thinking of you,19,2018-12-02 16:58:11+00:00,2022-04-23 11:44:02+00:00,1237,17
769,Der Anfang ist nah,19,2016-01-28 17:49:40+00:00,2021-01-13 07:39:45+00:00,1811,12
770,Wade In The Water,19,2021-11-26 00:29:47+00:00,2022-07-14 14:08:35+00:00,230,13
771,Vertrau mir,19,2021-12-08 11:44:09+00:00,2022-04-03 15:02:05+00:00,116,15
772,Hoch und Runter,19,2020-01-15 21:35:28+00:00,2020-03-10 16:33:23+00:00,54,9
773,Drake ist auch nicht glücklich,19,2022-01-13 16:40:24+00:00,2022-06-03 16:17:56+00:00,140,16
774,La Dolce Vita,19,2020-01-15 21:32:37+00:00,2020-02-21 05:41:55+00:00,36,8
775,Venice,19,2018-10-01 15:30:05+00:00,2021-08-10 12:02:24+00:00,1043,19
776,"god save me, but don't drown me out",19,2021-03-03 18:22:27+00:00,2022-05-11 09:48:18+00:00,433,10
777,Everybody's Got a Banjo,19,2019-11-25 14:44:05+00:00,2020-11-07 16:26:18+00:00,348,11
778,Teufelskreis,19,2017-05-16 12:52:42+00:00,2022-01-09 16:03:14+00:00,1699,15
779,In Da Club,19,2016-05-11 18:44:38+00:00,2022-10-17 16:46:56+00:00,2349,17
780,Famous,19,2019-06-26 19:05:10+00:00,2022-04-21 12:41:25+00:00,1029,14
781,You Stupid Bitch,19,2021-12-08 11:04:44+00:00,2022-05-18 19:09:32+00:00,161,14
782,Where's My Love - Acoustic,19,2022-08-29 13:37:52+00:00,2022-12-22 11:49:26+00:00,114,14
783,(Let Me Go I Don't Wanna Be Your) Hero - Workout Mix,19,2017-09-04 14:18:07+00:00,2022-02-15 19:00:29+00:00,1625,10
784,Bite Me,19,2021-12-08 11:38:55+00:00,2022-07-27 19:27:36+00:00,231,13
785,Holy Roller,18,2019-11-25 15:53:58+00:00,2020-11-07 16:37:36+00:00,348,12
786,Hee-Haw in Heaven,18,2019-11-25 15:50:20+00:00,2020-05-08 08:38:33+00:00,164,13
787,Traum,18,2019-11-06 08:41:25+00:00,2022-12-22 12:15:49+00:00,1142,14
788,Straße,18,2020-01-15 21:37:59+00:00,2021-01-12 13:33:41+00:00,362,8
789,Real Slow,18,2019-11-25 15:47:34+00:00,2020-05-08 08:23:39+00:00,164,12
790,Von Party zu Party,18,2017-10-03 19:12:29+00:00,2022-05-10 20:25:09+00:00,1680,9
791,Füttern verboten,18,2020-01-09 13:23:04+00:00,2021-09-30 15:15:05+00:00,630,14
792,Come A Little Closer,18,2022-01-07 15:23:09+00:00,2022-01-07 15:25:47+00:00,0,1
793,Bon Voyage,18,2017-10-02 18:46:57+00:00,2018-11-19 15:25:19+00:00,412,8
794,Cackalacky,18,2019-11-25 15:58:42+00:00,2020-06-10 12:24:03+00:00,197,12
795,Generation YouPorn,18,2019-09-25 15:28:17+00:00,2022-05-19 12:09:07+00:00,966,17
796,11 Minutes (with Halsey feat. Travis Barker),18,2019-10-19 21:56:14+00:00,2021-12-28 16:53:51+00:00,800,13
797,"Amour, t’es là?",18,2021-07-16 06:29:28+00:00,2023-05-07 13:50:18+00:00,660,17
798,HIGHEST IN THE ROOM,18,2019-10-10 18:41:20+00:00,2020-02-05 17:32:32+00:00,117,9
799,Lieferandomann,18,2019-04-25 12:00:42+00:00,2022-12-05 20:51:13+00:00,1320,11
800,Liebe verloren,18,2022-02-04 13:24:13+00:00,2022-07-27 18:10:51+00:00,173,10
801,Be a Hoe/Break a Hoe,18,2021-11-09 13:33:16+00:00,2022-03-25 15:02:35+00:00,136,15
802,mars,18,2021-03-02 14:02:14+00:00,2021-12-28 23:03:53+00:00,301,12
803,We Don't Talk Anymore (feat. Selena Gomez),18,2016-08-16 12:16:57+00:00,2022-12-19 22:38:30+00:00,2316,11
804,US-Studie,18,2018-06-21 12:48:07+00:00,2023-02-02 19:57:23+00:00,1687,12
805,Bros,18,2017-08-08 20:43:32+00:00,2018-02-14 11:16:06+00:00,189,10
806,Rehab,18,2017-05-07 11:28:01+00:00,2021-11-10 12:30:27+00:00,1648,13
807,love song,18,2021-03-03 07:08:33+00:00,2021-12-30 11:33:29+00:00,302,10
