,track_name,plays,first_played,last_played,days_between,days_played
1077,10 Jahre,12,2017-09-11 18:10:15+00:00,2017-11-11 15:05:51+00:00,60,5
1078,Durstlöscher,12,2021-06-17 07:15:39+00:00,2023-04-02 18:19:45+00:00,654,5
1079,Habits,12,2021-10-26 17:48:17+00:00,2022-12-20 08:43:32+00:00,419,6
1080,Higher,12,2017-09-11 18:37:19+00:00,2023-03-03 08:45:31+00:00,1998,11
1081,Zieh' den Rucksack aus,12,2017-11-11 15:05:51+00:00,2017-11-19 11:14:13+00:00,7,4
1082,Wake Me up When September Ends,12,2017-10-10 18:38:06+00:00,2017-10-11 09:20:04+00:00,0,2
1083,ESDZDA,12,2017-05-28 08:00:16+00:00,2017-07-04 21:11:33+00:00,37,6
1084,The Nights,12,2016-05-14 19:40:48+00:00,2020-07-29 09:47:37+00:00,1536,11
1085,STROLL - BossaNova version,12,2021-07-16 09:28:32+00:00,2023-03-20 13:52:13+00:00,612,11
1086,Denk zu viel,12,2019-12-11 16:35:40+00:00,2019-12-12 15:46:29+00:00,0,2
1087,True Friends,12,2022-09-02 19:22:35+00:00,2022-12-05 20:05:49+00:00,94,9
1088,Snowfall,12,2019-03-04 16:57:34+00:00,2022-09-21 20:04:03+00:00,1297,11
1089,no one,12,2022-04-22 11:23:51+00:00,2022-05-13 13:14:30+00:00,21,8
1090,Monumental,12,2021-04-28 06:32:14+00:00,2022-11-19 10:57:01+00:00,570,11
1091,Won't Bite (feat. Smino),12,2021-12-02 16:50:29+00:00,2022-07-07 12:33:37+00:00,216,12
1092,Der Pate,12,2016-08-09 19:23:44+00:00,2017-11-11 15:05:51+00:00,458,5
1093,Detroit,12,2017-07-15 22:48:43+00:00,2021-12-01 15:33:18+00:00,1599,6
1094,I Wanna Be Your Boyfriend - 2016 Remaster,12,2018-12-13 12:34:43+00:00,2021-07-04 16:21:48+00:00,934,11
1095,Iron Tusk,12,2020-07-13 11:32:10+00:00,2021-05-21 17:49:59+00:00,312,8
1096,People,12,2020-07-12 15:31:21+00:00,2021-05-21 13:17:45+00:00,312,9
1097,Tag 1,12,2022-02-25 13:18:41+00:00,2023-02-02 20:26:41+00:00,342,9
1098,One More Night,12,2020-05-21 19:27:23+00:00,2023-05-07 12:48:51+00:00,1080,12
1099,Ghost,12,2019-02-02 10:15:34+00:00,2023-03-23 13:50:56+00:00,1510,10
1100,Die grüne Regenrinne II,12,2019-03-01 06:32:38+00:00,2021-09-30 20:20:52+00:00,944,10
1101,Tausendfrankenlang,12,2019-03-14 14:28:55+00:00,2022-02-08 14:30:42+00:00,1062,10
1102,Augen Rot,12,2022-05-03 12:11:09+00:00,2022-05-15 16:09:29+00:00,12,7
1103,Sirius,12,2019-07-30 18:46:18+00:00,2021-12-06 18:53:45+00:00,860,11
1104,Over the Rainbow,12,2019-08-05 13:22:24+00:00,2021-12-02 14:30:25+00:00,850,9
1105,The Acid - Original Version,12,2021-12-15 13:45:22+00:00,2022-05-14 20:11:17+00:00,150,8
1106,The One as Two,12,2020-02-11 14:32:52+00:00,2022-01-18 19:04:10+00:00,707,12
1107,Halo,12,2016-06-23 20:34:20+00:00,2021-11-10 12:30:05+00:00,1965,8
1108,Bey Mir,12,2020-02-01 19:21:46+00:00,2021-07-14 13:52:38+00:00,528,9
1109,Follow You,12,2016-06-10 18:10:42+00:00,2021-08-14 16:06:59+00:00,1890,7
1110,braindead!,12,2019-10-20 09:46:23+00:00,2021-05-26 12:21:54+00:00,584,7
1111,hope for the underrated youth,12,2019-10-20 09:53:18+00:00,2021-12-29 18:35:33+00:00,801,7
1112,Loner,12,2019-10-23 22:13:37+00:00,2021-12-28 16:31:38+00:00,796,7
1113,Be Focused,12,2017-06-23 18:15:10+00:00,2017-08-11 10:58:38+00:00,48,7
1114,"Aika - From ""The Promised Land"" Soundtrack",12,2019-11-16 16:10:30+00:00,2022-04-22 13:55:56+00:00,887,12
1115,Let Me Love You,12,2016-08-17 19:22:06+00:00,2021-10-26 10:15:55+00:00,1895,9
1116,Conan x Xenia,12,2021-11-28 15:12:35+00:00,2022-02-25 15:52:27+00:00,89,8
1117,controlla,12,2018-10-25 14:14:57+00:00,2021-01-08 18:07:12+00:00,806,11
1118,"Shame, Shame, Shame",12,2020-12-31 14:49:30+00:00,2021-01-04 10:55:44+00:00,3,3
1119,No Roots,12,2017-05-03 12:45:36+00:00,2017-07-10 22:54:06+00:00,68,4
1120,CHOKE (with grandson & Zero 9:36),12,2022-08-27 16:58:12+00:00,2022-12-21 04:44:28+00:00,115,8
1121,SOÑAR,12,2022-08-09 19:02:54+00:00,2022-10-08 13:02:10+00:00,59,8
1122,Edge of Infinity (feat. Minnesota),12,2017-05-06 08:22:35+00:00,2017-07-22 19:48:58+00:00,77,5
1123,Falling Skies (feat. Charlotte Lawrence),12,2018-06-24 14:12:34+00:00,2021-12-30 11:24:23+00:00,1284,7
1124,Lemonade (with Denzel Curry),12,2021-03-03 09:29:17+00:00,2021-12-29 12:17:09+00:00,301,8
1125,Liebe & Respekt,12,2022-05-12 09:07:50+00:00,2022-12-07 15:16:05+00:00,209,8
1126,21st Century Liability,12,2021-03-02 15:01:49+00:00,2021-12-29 18:35:33+00:00,302,7
1127,Perspective,12,2018-08-16 14:36:54+00:00,2020-07-23 08:04:50+00:00,706,9
1128,Final Stage,12,2016-10-01 09:41:48+00:00,2018-03-23 18:45:03+00:00,538,9
1129,Numb,12,2016-09-27 10:32:14+00:00,2022-01-10 11:23:09+00:00,1931,7
1130,teresa,12,2021-03-02 13:56:05+00:00,2022-01-19 17:34:21+00:00,323,9
1131,Walking the dog,12,2020-12-31 14:37:35+00:00,2021-01-04 09:44:44+00:00,3,2
1132,Sweater Weather,12,2020-12-29 18:22:11+00:00,2022-11-10 21:22:17+00:00,681,5
1133,Engelserscheinung,12,2022-05-04 05:07:52+00:00,2022-05-24 14:48:50+00:00,20,8
1134,The Earth,12,2018-10-19 12:06:33+00:00,2021-09-29 12:26:20+00:00,1076,10
1135,Collar Full,12,2017-06-04 16:55:55+00:00,2019-10-27 12:30:01+00:00,874,6
1136,Tanz aus der Reihe!,12,2016-09-24 09:57:36+00:00,2021-12-01 15:32:52+00:00,1894,5
1137,"What A Life - From the Motion Picture ""Another Round""",12,2021-11-16 09:42:30+00:00,2022-06-05 22:26:03+00:00,201,12
1138,I Look Good,11,2022-01-31 20:49:18+00:00,2022-10-23 19:40:14+00:00,264,11
1139,"Ich wünschte, du wärst verloren",11,2022-04-18 15:42:17+00:00,2022-06-03 16:17:56+00:00,46,6
1140,Easily,11,2022-05-23 07:13:55+00:00,2022-10-04 19:45:05+00:00,134,6
1141,Unforgettable,11,2017-05-16 14:07:08+00:00,2019-09-23 08:19:56+00:00,859,7
1142,Rudy's Message,11,2022-01-18 08:57:25+00:00,2022-10-23 19:40:28+00:00,278,10
1143,DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe),11,2021-11-15 11:41:29+00:00,2022-04-22 13:43:29+00:00,158,9
1144,Enemy (with JID) - from the series Arcane League of Legends,11,2021-11-16 09:39:00+00:00,2022-05-19 12:18:08+00:00,184,8
1145,Vino Bianco,11,2021-12-07 08:09:48+00:00,2022-07-11 19:22:04+00:00,216,8
1146,Time Traveller,11,2021-12-15 14:04:47+00:00,2022-04-12 13:55:37+00:00,117,6
1147,blaulicht und sirenen,11,2022-05-07 19:01:05+00:00,2022-09-23 16:55:42+00:00,138,8
1148,Never Give Up,11,2016-05-10 18:48:27+00:00,2017-03-17 17:14:04+00:00,310,9
1149,Baby du riechst,11,2016-01-24 11:26:32+00:00,2021-05-26 12:59:50+00:00,1949,11
1150,I’m Tired (with Zendaya) - Bonus Track,11,2022-05-03 12:14:28+00:00,2022-07-07 12:17:47+00:00,65,7
1151,Männer 2.0,11,2022-02-08 09:20:15+00:00,2022-10-04 19:43:43+00:00,238,8
1152,Watch The World Burn,11,2023-02-06 13:31:27+00:00,2023-05-11 18:06:04+00:00,94,9
1153,i don't want to watch the world end with someone else,11,2021-09-16 10:55:57+00:00,2022-05-31 09:13:43+00:00,256,6
1154,Onteora Lake,11,2019-10-04 18:33:32+00:00,2021-04-07 16:30:43+00:00,550,8
1155,Goodmorning,11,2019-11-22 21:21:27+00:00,2021-05-28 13:08:03+00:00,552,9
1156,Affection,11,2018-07-27 05:55:11+00:00,2021-10-12 08:51:34+00:00,1173,11
1157,Neue Sneaker,11,2019-12-10 19:00:41+00:00,2019-12-10 19:29:43+00:00,0,1
1158,Africa,11,2018-06-24 14:11:08+00:00,2023-04-07 15:39:48+00:00,1748,10
1159,When You Love Someone,11,2016-10-17 16:45:32+00:00,2020-07-29 09:20:43+00:00,1380,9
1160,Mein Fahrrad,11,2018-06-08 05:29:47+00:00,2022-06-05 23:44:47+00:00,1458,4
1161,Saudade da Gaia,11,2020-02-11 14:27:36+00:00,2021-05-31 08:39:50+00:00,474,10
1162,Zocken > Ficken,11,2016-10-26 21:59:15+00:00,2018-11-04 13:53:26+00:00,738,8
1163,Hoffnungslos Hoffnungsvoll,11,2017-08-11 13:13:15+00:00,2021-09-16 15:46:09+00:00,1497,7
1164,Ho Hey,11,2020-04-16 14:56:09+00:00,2022-09-26 18:14:51+00:00,893,9
1165,Schauspielführer,11,2018-04-02 16:13:58+00:00,2018-06-10 13:54:31+00:00,68,8
1166,"Intro (The Thousand Year Door) - Live in der Columbiahalle Berlin, 09.11.2019",11,2020-05-26 05:13:51+00:00,2022-09-04 20:21:15+00:00,831,8
1167,Greeningless,11,2020-07-13 11:19:23+00:00,2021-07-14 12:28:46+00:00,366,9
1168,Authitenzität,11,2018-04-01 18:17:39+00:00,2022-01-21 10:34:50+00:00,1390,10
1169,All Things Go,11,2020-07-13 13:49:52+00:00,2021-03-25 13:10:45+00:00,254,8
1170,Franzis,11,2020-07-14 08:24:42+00:00,2021-11-06 12:24:50+00:00,480,9
1171,Bis ans Ende der Welt,11,2017-08-14 12:45:35+00:00,2020-09-28 09:57:07+00:00,1140,8
1172,Vivaldi,11,2019-11-11 13:34:27+00:00,2021-11-08 12:31:32+00:00,727,9
1173,Wildflower,11,2018-08-03 14:30:00+00:00,2022-10-11 11:06:32+00:00,1529,11
1174,Six Pianos,11,2018-03-19 09:39:00+00:00,2019-08-06 08:46:00+00:00,504,10
1175,King Charles,11,2018-08-07 08:54:20+00:00,2021-12-28 15:18:05+00:00,1239,9
1176,NeverLand,11,2016-08-02 21:32:53+00:00,2017-05-19 17:55:34+00:00,289,7
1177,Baby Blue (feat. Chance the Rapper),11,2018-12-13 15:50:35+00:00,2021-07-04 16:22:00+00:00,934,10
1178,Slopes,11,2019-01-02 17:38:49+00:00,2021-10-28 13:04:41+00:00,1029,10
1179,700 Main Street,11,2016-08-09 11:44:18+00:00,2018-03-04 19:08:54+00:00,572,6
1180,Some Type of Love,11,2016-08-16 12:13:20+00:00,2017-04-20 16:39:34+00:00,247,4
1181,Fade,11,2019-01-13 15:40:16+00:00,2022-09-21 19:55:45+00:00,1347,10
1182,Slow,11,2019-01-15 10:21:36+00:00,2022-08-26 21:03:22+00:00,1319,10
1183,Interstellar,11,2019-01-22 17:41:26+00:00,2022-09-21 22:09:46+00:00,1338,11
1184,Closer,11,2016-08-31 11:42:15+00:00,2021-03-01 14:55:00+00:00,1643,8
1185,Birds,11,2019-04-12 11:19:44+00:00,2021-04-28 19:55:45+00:00,747,11
1186,Strange Delight,11,2018-10-01 15:16:50+00:00,2021-08-10 11:50:25+00:00,1043,9
1187,Mit Absicht,11,2017-07-20 14:18:19+00:00,2018-03-24 22:43:55+00:00,247,8
1188,Hokus Pokus,11,2016-10-01 09:28:06+00:00,2023-02-17 13:04:56+00:00,2330,7
1189,Wein a Ramallah - Live,11,2019-08-28 11:50:19+00:00,2021-07-14 08:42:22+00:00,685,11
1190,sunny,11,2019-08-30 11:23:08+00:00,2023-04-16 13:07:34+00:00,1325,9
1191,"Helden des Olymp - Das Zeichen der Athene, Kapitel 1",11,2018-09-01 08:52:33+00:00,2021-09-12 10:31:11+00:00,1107,5
1192,Alexa gib mir mein Geld zurück!,11,2019-09-24 10:36:56+00:00,2021-07-27 06:01:32+00:00,671,9
1193,Desire,11,2020-08-11 08:26:12+00:00,2022-04-26 08:56:50+00:00,623,10
1194,Doctor Doctor - Unplugged,11,2020-04-29 09:23:43+00:00,2021-12-28 17:21:17+00:00,608,8
1195,Cornfield Chase,11,2017-05-04 05:00:22+00:00,2023-01-10 15:15:57+00:00,2077,9
1196,The Man Who Carried The Wind,11,2017-11-13 17:18:24+00:00,2017-12-24 21:37:32+00:00,41,5
1197,Doctor Doctor,11,2021-03-03 07:55:33+00:00,2022-01-01 17:38:31+00:00,304,8
1198,2 Uhren,11,2017-10-29 08:07:51+00:00,2018-02-13 14:26:18+00:00,107,7
1199,Never Belong,11,2021-03-10 12:51:04+00:00,2022-06-08 06:55:57+00:00,454,9
1200,New Level,11,2017-10-29 08:07:51+00:00,2018-03-04 19:09:47+00:00,126,9
1201,summer fades away,11,2021-03-16 14:38:38+00:00,2021-05-28 05:55:58+00:00,72,9
1202,Losar,11,2021-03-31 08:23:05+00:00,2021-12-14 08:55:05+00:00,258,10
1203,Golden,11,2016-05-27 21:28:45+00:00,2022-01-19 13:33:38+00:00,2062,9
1204,Once In A Lifetime,11,2021-04-24 15:49:24+00:00,2021-11-18 14:26:50+00:00,207,8
1205,Scared to Be Lonely,11,2017-02-05 17:11:35+00:00,2020-04-21 07:54:19+00:00,1170,10
1206,Sixteen Tons,11,2021-05-06 11:29:50+00:00,2022-01-18 21:29:07+00:00,257,2
1207,Nicht jetzt,11,2017-10-02 18:08:08+00:00,2017-11-17 14:33:27+00:00,45,5
1208,Call on Me - Ryan Riback Remix,11,2017-01-29 20:29:02+00:00,2020-04-21 14:48:05+00:00,1177,9
1209,MERRY-GO-ROUND OF LIFE - Jazz version,11,2021-07-16 09:22:12+00:00,2023-03-20 13:46:24+00:00,612,9
1210,Ajajaj,11,2017-10-03 19:12:35+00:00,2017-11-17 14:33:27+00:00,44,4
1211,Bis hier und noch weiter (Feat. KC Rebell & Summer Cem),11,2017-10-03 19:08:00+00:00,2017-11-11 15:05:51+00:00,38,3
1212,Psychotic Kids - Unplugged,11,2021-03-02 14:11:55+00:00,2021-05-28 13:07:57+00:00,86,8
1213,Sundown,11,2021-03-13 14:39:07+00:00,2021-05-28 13:08:05+00:00,75,10
1214,Legends Never Die (feat. Against the Current),11,2018-11-03 17:44:10+00:00,2019-01-17 14:01:36+00:00,74,7
1215,Time,11,2017-05-04 05:00:05+00:00,2022-12-19 11:40:43+00:00,2055,9
1216,Jäger,11,2017-04-20 17:03:29+00:00,2017-11-17 14:33:27+00:00,210,5
1217,Der Sommer - Die Vier Jahreszeiten (Summer - The Four Seasons),11,2020-10-14 13:06:03+00:00,2022-07-22 06:08:37+00:00,645,6
1218,Junker's Blues,11,2020-12-30 17:44:54+00:00,2022-03-27 18:43:32+00:00,452,8
1219,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),11,2017-01-25 20:26:03+00:00,2017-02-26 15:58:28+00:00,31,9
1220,You're Beautiful,11,2017-01-14 16:02:53+00:00,2021-06-07 06:17:22+00:00,1604,10
1221,Down The Line,11,2020-10-30 10:04:19+00:00,2021-05-21 13:49:15+00:00,203,8
1222,Steady,10,2018-10-28 17:26:38+00:00,2020-11-20 20:04:43+00:00,754,9
1223,Kriminell,10,2018-10-21 16:57:32+00:00,2020-02-27 21:46:00+00:00,494,6
1224,Hindsight,10,2018-10-27 14:47:23+00:00,2021-10-24 16:53:07+00:00,1093,9
1225,Belle Etage 2.0 (feat. reezy),10,2018-03-07 12:39:06+00:00,2021-05-20 12:29:45+00:00,1169,8
1226,In Berlin (feat. Nura),10,2018-03-07 12:44:13+00:00,2018-11-15 17:53:10+00:00,253,7
1227,1234PengPengPeng,10,2016-08-19 10:59:52+00:00,2017-05-15 10:04:25+00:00,268,7
1228,Made You Look,10,2023-01-06 18:07:43+00:00,2023-04-25 21:34:47+00:00,109,8
1229,Touch,10,2017-01-29 12:30:00+00:00,2021-05-21 07:50:35+00:00,1572,8
1230,Dragon Games,10,2022-10-25 13:42:20+00:00,2023-01-11 18:33:54+00:00,78,8
1231,El Mismo Sol,10,2023-01-30 12:03:14+00:00,2023-02-06 11:12:22+00:00,6,4
1232,Behindert,10,2017-05-06 08:22:35+00:00,2021-05-20 11:36:09+00:00,1475,7
1233,Bianco,10,2017-10-04 19:41:42+00:00,2018-02-15 13:27:37+00:00,133,9
1234,Ich sterbe allein,10,2022-04-14 08:41:05+00:00,2022-07-07 12:47:42+00:00,84,8
1235,Eisblau (Skit),10,2018-03-09 15:44:21+00:00,2019-01-06 14:30:41+00:00,302,7
1236,La fee verte,10,2022-04-10 21:46:42+00:00,2023-03-03 08:46:50+00:00,326,10
1237,Human,10,2016-09-02 10:30:39+00:00,2020-04-16 20:19:11+00:00,1322,9
1238,Tour,10,2018-06-09 13:11:56+00:00,2021-12-01 15:33:21+00:00,1271,7
1239,Femminello,10,2022-05-07 19:03:33+00:00,2023-04-01 13:32:01+00:00,328,7
1240,Bademantel,10,2017-07-31 19:30:21+00:00,2021-05-11 07:40:29+00:00,1379,8
1241,Cocoon,10,2017-02-06 13:49:40+00:00,2022-05-19 13:00:09+00:00,1927,8
1242,Telefon,10,2017-11-11 15:05:51+00:00,2017-11-17 14:33:27+00:00,5,2
1243,Stunten,10,2017-10-29 08:07:59+00:00,2018-02-15 13:27:38+00:00,109,9
1244,Dusk,10,2018-07-27 05:58:30+00:00,2022-02-21 14:41:31+00:00,1305,8
1245,Joan of Arc.,10,2018-07-27 14:08:58+00:00,2020-09-03 08:25:20+00:00,768,10
1246,Domino,10,2017-09-11 18:37:19+00:00,2021-05-25 11:42:08+00:00,1351,8
1247,Morning Crackle,10,2018-08-03 14:29:59+00:00,2019-06-19 20:44:42+00:00,320,8
1248,Barbie Doll,10,2018-03-20 18:24:06+00:00,2021-09-12 09:41:03+00:00,1271,7
1249,Alle meine Freunde hassen Raves,10,2022-05-13 06:41:41+00:00,2022-08-13 20:19:22+00:00,92,3
1250,018 - VIP-Alarm - Teil 08,10,2018-08-15 07:48:22+00:00,2018-08-15 07:50:50+00:00,0,1
1251,Oracle Night,10,2018-08-16 15:17:32+00:00,2019-05-28 16:28:02+00:00,285,10
1252,Das Zimmer,10,2017-09-14 15:22:38+00:00,2021-07-25 14:19:26+00:00,1409,7
1253,By The Shore,10,2018-09-13 11:34:29+00:00,2021-04-15 22:32:05+00:00,945,10
1254,Every Ending Is A New Beginning,10,2017-11-15 17:55:26+00:00,2018-03-19 11:21:20+00:00,123,5
1255,Sovietoblaster,10,2022-04-07 15:38:09+00:00,2022-07-07 13:08:58+00:00,90,8
1256,Romcom,10,2018-09-23 10:15:01+00:00,2022-02-08 09:45:52+00:00,1233,9
1257,Biography,10,2018-09-30 16:29:24+00:00,2021-02-06 16:29:39+00:00,860,8
1258,Ich will dass du mich brauchst,10,2022-02-15 18:52:45+00:00,2022-05-16 07:20:12+00:00,89,7
1259,Remember,10,2018-11-10 19:16:16+00:00,2022-01-29 15:42:35+00:00,1175,10
1260,Fast Forward (feat. Marteria),10,2020-10-13 13:43:13+00:00,2021-11-17 08:39:18+00:00,399,7
1261,Oft gefragt,10,2020-11-27 14:55:32+00:00,2021-08-01 09:06:46+00:00,246,8
1262,Tom's Diner,10,2020-11-26 10:37:53+00:00,2022-01-14 15:33:22+00:00,414,8
1263,Alle Fragen,10,2020-11-25 12:06:04+00:00,2020-12-05 09:52:15+00:00,9,6
1264,Sieben Jahre,10,2020-11-25 11:57:29+00:00,2020-12-05 09:49:57+00:00,9,6
1265,Hinter klugen Sätzen,10,2020-11-25 11:52:21+00:00,2021-07-12 10:41:28+00:00,228,6
1266,Freitagabend,10,2020-11-25 11:45:43+00:00,2020-12-05 09:51:19+00:00,9,6
1267,Château Lafite,10,2021-11-29 12:22:11+00:00,2023-03-23 13:50:46+00:00,479,7
1268,Masterpiece,10,2020-12-31 15:01:32+00:00,2021-01-25 10:37:27+00:00,24,4
1269,Rolf,10,2016-06-02 16:00:10+00:00,2022-06-10 08:28:00+00:00,2198,7
1270,Jetzt ist Sommer,10,2020-09-09 08:08:27+00:00,2021-11-25 13:27:07+00:00,442,6
1271,Noumenon,10,2020-09-01 08:17:59+00:00,2022-01-10 08:29:09+00:00,496,9
1272,Rum Rage,10,2020-07-23 11:09:08+00:00,2022-06-08 07:41:58+00:00,684,7
1273,PHOTOSHOOT,10,2021-12-08 10:45:52+00:00,2022-03-24 06:12:27+00:00,105,6
1274,Trauerfall,10,2020-05-19 19:34:34+00:00,2020-09-28 06:38:31+00:00,131,10
1275,Charlotte's Daydream,10,2020-12-07 13:33:21+00:00,2023-04-27 08:22:41+00:00,870,5
1276,Fly on the Wall,10,2021-01-08 17:42:53+00:00,2023-02-21 20:17:07+00:00,774,10
1277,Cooler Than Me - Single Mix,10,2018-12-10 14:57:11+00:00,2023-05-08 07:01:03+00:00,1609,8
1278,Amoureuse,10,2021-05-06 19:51:06+00:00,2023-04-07 21:47:45+00:00,701,7
1279,Best Time,10,2021-08-30 05:03:09+00:00,2023-05-09 19:59:32+00:00,617,7
1280,Back Pocket,10,2021-08-02 10:24:57+00:00,2023-05-11 13:27:46+00:00,647,8
1281,Raubkopierah,10,2017-05-16 12:44:11+00:00,2021-05-17 17:49:54+00:00,1462,7
1282,L.OST,10,2021-05-15 07:59:19+00:00,2022-09-04 19:56:10+00:00,477,6
1283,T'as vu,10,2021-05-06 20:27:10+00:00,2022-04-24 19:33:43+00:00,352,7
1284,STAY (with Justin Bieber),10,2021-11-04 09:08:48+00:00,2023-02-02 19:58:47+00:00,455,7
1285,Püppchen,10,2017-05-28 08:00:16+00:00,2017-06-27 11:56:34+00:00,30,5
1286,strawberry lipstick,10,2021-03-03 18:22:30+00:00,2021-06-08 07:56:16+00:00,96,7
1287,Turncoat,10,2021-04-28 06:34:25+00:00,2023-04-21 15:16:05+00:00,723,7
1288,Patience (feat. YUNGBLUD & Polo G),10,2021-03-15 14:23:48+00:00,2022-05-11 09:51:19+00:00,421,7
1289,Das Beste ist noch nicht vorbei,10,2021-03-10 13:07:26+00:00,2021-05-28 10:07:50+00:00,78,8
1290,All My Friends Are Nobodies,10,2021-03-04 15:00:45+00:00,2022-07-27 19:14:41+00:00,510,8
1291,bloody valentine,10,2021-03-04 13:16:01+00:00,2021-10-05 13:47:39+00:00,215,8
1292,Scumbag (feat. blink-182),10,2021-03-04 13:12:36+00:00,2021-11-18 14:03:30+00:00,259,10
1293,Break Your Heart,10,2020-04-15 12:07:40+00:00,2023-05-07 13:56:49+00:00,1117,8
1294,Pursuing Peace (Original Mix),10,2021-12-15 11:24:58+00:00,2022-05-24 11:03:07+00:00,159,9
1295,Morpheus' Dream,10,2020-02-11 14:48:56+00:00,2021-09-21 09:34:39+00:00,587,9
1296,Eyes Wide Shut - Live,10,2019-08-28 14:52:01+00:00,2021-07-09 08:58:49+00:00,680,8
1297,Leave It All,10,2018-12-13 15:53:42+00:00,2021-07-04 16:22:09+00:00,934,9
1298,Über alle Berge,10,2019-01-09 20:19:00+00:00,2021-05-26 16:37:19+00:00,867,9
1299,Fairly Local,10,2016-07-15 20:20:20+00:00,2021-10-15 13:27:43+00:00,1917,7
1300,(I Just) Died In Your Arms,10,2019-01-26 18:41:30+00:00,2022-12-19 22:53:26+00:00,1423,10
1301,Thinking out Loud,10,2016-06-25 17:56:29+00:00,2021-05-25 07:35:58+00:00,1794,8
1302,"Nocturnes, Op. 9: No. 1 in B-Flat Minor",10,2021-09-12 18:16:05+00:00,2022-10-04 19:49:13+00:00,387,9
1303,Elektrotitte (5000 Volt),10,2019-04-13 10:23:25+00:00,2022-05-10 21:05:19+00:00,1123,2
1304,Fair,10,2022-02-09 14:50:20+00:00,2022-10-23 19:28:03+00:00,256,8
1305,Ticket,10,2019-04-25 12:11:13+00:00,2020-11-09 19:55:42+00:00,564,6
1306,Fly Me To The Moon (In Other Words),10,2019-05-23 16:23:33+00:00,2021-11-26 14:11:56+00:00,917,8
1307,flow on,10,2019-08-20 09:07:40+00:00,2022-09-21 19:51:39+00:00,1128,10
1308,Follow,10,2019-08-20 09:50:46+00:00,2022-04-21 12:28:34+00:00,975,10
1309,Debonair,10,2019-08-25 10:49:20+00:00,2020-01-27 16:01:59+00:00,155,8
1310,Quantenphysik (Original Mix),10,2021-12-15 14:23:26+00:00,2022-05-16 08:15:09+00:00,151,8
1311,No! - Live,10,2019-08-28 11:20:45+00:00,2021-08-10 17:41:27+00:00,713,9
1312,Wie Falco,10,2017-06-22 14:43:09+00:00,2018-03-07 12:35:45+00:00,257,4
1313,Suniai,10,2019-11-16 12:54:04+00:00,2020-07-24 10:32:25+00:00,250,5
1314,Elements,10,2021-12-15 15:03:26+00:00,2022-04-18 02:43:39+00:00,123,8
1315,Der Bratan bleibt der gleiche,10,2020-01-15 21:49:51+00:00,2020-02-05 16:56:13+00:00,20,5
1316,Tag X,10,2020-01-15 21:48:40+00:00,2020-02-05 16:53:00+00:00,20,5
1317,Car Radio,10,2016-06-03 14:39:26+00:00,2020-07-16 16:35:35+00:00,1504,9
1318,Takes One to Know One,10,2019-11-16 10:14:42+00:00,2020-07-24 10:35:44+00:00,251,6
1319,Gravitacion,10,2019-11-12 08:33:43+00:00,2021-07-01 17:58:04+00:00,597,8
1320,W1NNER,10,2019-10-27 17:32:25+00:00,2020-03-10 16:35:10+00:00,134,6
1321,Staub und Schutt,10,2019-09-24 10:39:41+00:00,2021-07-24 17:51:49+00:00,669,7
1322,Gegenverkehr,10,2022-01-12 15:31:37+00:00,2023-02-04 12:13:38+00:00,387,10
1323,Swag - Querox Remix,10,2017-06-23 18:15:10+00:00,2017-06-27 11:56:34+00:00,3,4
1324,Outro,9,2019-09-16 13:13:58+00:00,2023-05-04 22:56:39+00:00,1326,7
1325,Die Young,9,2019-09-14 19:36:20+00:00,2023-01-30 13:03:05+00:00,1233,7
1326,"104,481",8,2017-05-06 08:22:35+00:00,2021-05-20 06:01:29+00:00,1474,8
1327,Kalle macht den Song,5,2016-11-14 18:18:16+00:00,2020-10-07 05:45:08+00:00,1422,5
1328,Vergleiche a la Boss,4,2017-05-06 08:22:35+00:00,2020-10-07 05:27:00+00:00,1249,4
1329,Gruppenzwang,3,2019-01-05 14:18:11+00:00,2020-10-07 09:50:00+00:00,640,3
