uri,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
spotify:track:1xJLQoKNFFJckvdOMxZeUw,0.444,0.313,150200,0.441,0.0,4,0.149,-11.974,1,0.036,176.409,4,0.504
spotify:track:7JNR1RWQ5aAgLVcPPmHuqA,0.151,0.584,114427,0.681,0.0,10,0.114,-7.587,1,0.109,169.897,4,0.9
spotify:track:2tT6mzIeQG2tAFIMTwR6DV,0.666,0.476,143600,0.227,0.000397,10,0.115,-13.947,1,0.0389,164.179,3,0.651
spotify:track:7uqsv593LQtKLOJORu3aAE,0.562,0.708,127867,0.522,0.000186,4,0.0811,-8.076,1,0.0305,135.294,4,0.965
spotify:track:0D2lE9pdfepfEcUWds1Sst,0.224,0.606,143147,0.475,0.000901,7,0.113,-9.344,1,0.044,125.963,4,0.844
spotify:track:61w30lLkE4PoaQvQpQmh0r,0.811,0.528,173853,0.446,4.99e-06,4,0.101,-15.897,1,0.0515,167.857,4,0.797
spotify:track:2gwWkMsSzKIQShoi3P6rjt,0.777,0.495,172200,0.204,0.0,0,0.119,-14.328,1,0.0323,143.628,3,0.494
spotify:track:22PaFNXjSqjsapNY2eUrIV,0.334,0.45,112867,0.813,8.76e-06,10,0.0782,-7.793,1,0.0405,168.682,4,0.943
spotify:track:6OojY4NdPiEGWHV2EUSwHz,0.38,0.567,209133,0.579,2.8e-05,0,0.0562,-12.565,1,0.029,109.84,4,0.92
spotify:track:44ZdzQCcGwjyweRELhs5qM,0.546,0.44,219453,0.526,0.556,3,0.0892,-7.832,1,0.027,81.089,4,0.186
spotify:track:7FXuCkl1kfxwS5icDjTwbM,0.573,0.666,141000,0.55,1.84e-06,10,0.122,-8.672,1,0.0612,95.552,4,0.961
spotify:track:4IBoDzxcRRRhQ6dozP28aQ,0.107,0.671,213800,0.557,0.000388,6,0.129,-12.043,0,0.0441,78.675,4,0.818
spotify:track:4UteAW3ZmZaB2Ru3FjB0dp,0.462,0.571,167760,0.498,0.0,8,0.0448,-7.671,0,0.0288,115.996,4,0.58
spotify:track:1b3EJqctiCIn4oEQDSqmRc,0.313,0.71,156867,0.547,0.0,8,0.079,-11.85,1,0.0457,124.97,4,0.694
spotify:track:0zxmdstPI6OHRrplEvdm1C,0.679,0.527,156880,0.327,0.857,1,0.107,-17.843,1,0.0343,119.075,4,0.236
spotify:track:7FbMYA708SVxzWp92OUNXz,0.555,0.726,245945,0.444,0.894,11,0.107,-14.347,0,0.0537,119.998,3,0.164
spotify:track:3k3eu6dnokyqCk2UD6GID3,0.617,0.527,75000,0.266,0.102,7,0.106,-13.474,1,0.0282,87.559,4,0.828
spotify:track:5a1u9ZJvvwOwFmjWZwHWoq,0.308,0.724,151877,0.399,0.0,0,0.12,-12.589,0,0.472,176.961,4,0.628
spotify:track:6w1gK8Pnl1fof9t4bcXczO,0.856,0.705,82495,0.671,0.000108,2,0.112,-9.092,0,0.227,80.951,4,0.135
spotify:track:5mHdCZtVyb4DcJw8799hZp,0.138,0.538,272373,0.742,4.67e-05,2,0.0934,-5.355,1,0.114,96.107,4,0.25
spotify:track:3XCpS4k8WqNnCpcDOSRRuz,0.0857,0.435,239888,0.768,0.000231,6,0.0918,-5.352,0,0.201,107.588,4,0.378
spotify:track:77lmNRL10w2pNHriKlVcl8,0.203,0.794,144348,0.849,1.77e-06,9,0.163,-6.798,1,0.23,137.937,4,0.633
spotify:track:1r9QBciQVM1BnW72cQUA4R,0.0757,0.594,245107,0.75,0.000244,2,0.0593,-7.216,1,0.0299,122.949,4,0.693
spotify:track:6f8KI9STekHuMflumrAmKF,0.0932,0.699,396732,0.907,0.624,9,0.051,-8.489,0,0.0645,127.999,4,0.923
spotify:track:7rkwvxDHcXyV0vbMZduz9l,0.0281,0.873,128031,0.402,0.00358,0,0.0961,-9.068,0,0.336,104.027,4,0.293
spotify:track:6Q44rxzH39y2tjic98Spo5,0.0569,0.906,292373,0.583,0.0,8,0.126,-7.721,0,0.317,129.056,4,0.829
spotify:track:4FyesJzVpA39hbYvcseO2d,0.0652,0.486,123891,0.545,0.00474,11,0.0642,-7.924,1,0.0336,150.187,4,0.0385
spotify:track:34ZAzO78a5DAVNrYIGWcPm,0.146,0.824,181831,0.453,0.0273,3,0.0896,-9.604,0,0.0968,119.959,4,0.552
spotify:track:6WxpPdsa00rtJKzJLSapQ3,0.714,0.939,165378,0.478,0.0,1,0.176,-9.2,1,0.528,118.962,4,0.427
spotify:track:7dUQTe1Ly9tgXi2BFLtB7L,0.56,0.909,216541,0.588,0.0,5,0.114,-7.378,0,0.257,133.014,4,0.385
spotify:track:2Xblml8DRf9qFhR43gBCju,0.599,0.924,138240,0.446,2.63e-05,1,0.176,-10.455,1,0.466,124.974,4,0.539
spotify:track:1IyvSp4zTZATQXWOCjyAjz,0.332,0.853,139000,0.522,0.0,11,0.131,-8.697,0,0.367,120.007,4,0.365
spotify:track:5KgWJlCdC6QwV6bJaHoTYK,0.565,0.742,220235,0.751,0.0,7,0.0915,-6.053,1,0.395,170.206,4,0.0449
spotify:track:3GN6M4RohVxfqnaQoBoP6P,0.103,0.727,63994,0.448,3.32e-06,0,0.19,-14.255,1,0.271,160.156,4,0.619
spotify:track:7xl184vpZDUx6g9cQTKFyb,0.401,0.872,144477,0.535,4.28e-05,0,0.0935,-7.355,0,0.338,80.015,4,0.422
spotify:track:1QZDteXq2a3ZXgWK9pGhDl,0.794,0.673,119483,0.344,8.14e-05,5,0.103,-13.028,0,0.0518,151.035,4,0.362
spotify:track:4A7jHGSXuFxNIkGc9AkD4p,0.304,0.306,289733,0.429,1.89e-06,7,0.149,-9.464,1,0.0269,152.829,4,0.174
spotify:track:5nnvTjA5yzhHlmVOVoGT49,0.78,0.529,155800,0.374,1.81e-06,7,0.141,-9.448,1,0.0349,113.336,4,0.6
spotify:track:5yEu5YHXKzbBerMRWQyQoR,0.762,0.382,206708,0.473,0.829,0,0.0945,-16.164,1,0.0443,161.114,4,0.641
spotify:track:1qXCvJwVZAht8qiJVg1tkf,0.784,0.482,121852,0.283,0.842,2,0.112,-19.031,1,0.0341,160.04,5,0.236
spotify:track:3p3tezl8FJHkm68tczR0yP,0.317,0.711,194109,0.624,0.0177,11,0.11,-8.626,0,0.0775,113.033,4,0.325
spotify:track:22RklKTrRdSKAjUUcSdgvr,0.247,0.845,115987,0.375,0.783,1,0.125,-13.481,0,0.349,108.033,4,0.968
spotify:track:4T3YwiBwz2ng2IyLLmFpnE,0.0525,0.866,146286,0.513,0.494,6,0.0745,-8.941,1,0.253,105.016,4,0.753
spotify:track:7EBungIZdfO2SgFxqFtGfE,0.895,0.564,132916,0.379,0.257,4,0.0874,-7.732,1,0.0391,104.912,4,0.564
spotify:track:1AGDAMGqgphzVwaK606wvx,0.844,0.65,76788,0.401,0.0,3,0.112,-7.585,0,0.283,74.957,3,0.515
spotify:track:0troHdGkx1ORKsnR8Kehht,0.105,0.606,109867,0.585,3.56e-05,1,0.0481,-12.223,0,0.222,110.058,4,0.359
spotify:track:5JH2rLWM7pMz9jnFiVtgZw,0.359,0.762,125621,0.523,7.29e-05,7,0.0966,-9.924,1,0.318,92.134,4,0.847
spotify:track:5bvnL42xbgE6GE1Sqc8DcG,0.511,0.513,128531,0.532,0.0719,1,0.0788,-7.69,1,0.05,134.477,4,0.456
spotify:track:4oqyzxXvzHTptWo5l2tlpz,0.226,0.723,194157,0.708,0.73,4,0.306,-10.91,0,0.055,89.002,4,0.958
spotify:track:6iKtC5zeCLLT9wVsgqySRQ,0.131,0.599,121143,0.756,0.768,1,0.105,-10.538,1,0.0285,104.981,4,0.365
spotify:track:3rPn6mXyAwe1VKDp6Odz0K,0.0652,0.817,186531,0.61,0.000731,1,0.0633,-5.395,0,0.0606,136.973,4,0.854
spotify:track:6zkQE5boH7LEHZbO6ywcrW,0.865,0.449,177706,0.414,0.129,11,0.171,-12.699,0,0.0631,71.87,4,0.297
spotify:track:13b1K3CMI8ty3By3bPMRdD,0.324,0.773,166498,0.51,0.0122,3,0.0619,-7.402,0,0.0787,121.941,4,0.88
spotify:track:286XkmMVdnPWMvQu0F9XjK,0.121,0.709,152967,0.596,0.0124,3,0.174,-8.361,0,0.0617,105.022,4,0.543
spotify:track:5qPcrnvubBiYudhiPcpPIK,0.202,0.825,173459,0.384,0.71,8,0.468,-13.251,1,0.131,109.981,4,0.251
spotify:track:3nqZ4wmj1Rg8kHOJjMbmWX,0.339,0.845,207355,0.424,0.0615,0,0.0681,-12.095,1,0.0584,110.025,4,0.408
spotify:track:7fPUvXIbqxhbeTymAX90Ms,0.155,0.8,144000,0.448,0.755,7,0.127,-11.94,1,0.0625,99.999,4,0.438
spotify:track:0EQKLPzgEWfLBAm88dmyyA,0.249,0.538,189974,0.633,0.0158,1,0.346,-8.157,0,0.391,83.033,4,0.454
spotify:track:3C7AxjusIkRC9iG1qFItSE,0.151,0.442,121000,0.542,0.0301,2,0.343,-6.888,0,0.398,79.731,4,0.368
spotify:track:5sHtmhNnnganPS6Tzv79LE,0.6,0.794,230716,0.613,0.128,6,0.122,-9.621,0,0.0394,120.998,4,0.729
spotify:track:5rSZ4ioUjfgFHZleHG1vQc,0.198,0.808,219130,0.565,0.000426,0,0.113,-9.395,1,0.328,92.015,4,0.452
spotify:track:0c0EevWjF1fNklzXR1c4S1,0.599,0.878,133583,0.301,0.766,9,0.195,-12.568,1,0.0616,114.984,4,0.197
spotify:track:7JKEA8xYDoFp4q0QBW2PGg,0.0343,0.779,198347,0.834,0.0,7,0.0886,-2.773,1,0.162,100.46,4,0.8
spotify:track:3MFa9idQuY4iJLWsZl3tIQ,0.13,0.654,248360,0.652,1.49e-05,7,0.202,-9.304,0,0.0426,115.389,4,0.846
spotify:track:559SdaPI7mqy9IQiscuaMj,0.0812,0.753,150054,0.458,0.00413,4,0.209,-12.52,0,0.123,105.057,4,0.662
spotify:track:6maTPqynTmrkWIralgGaoP,0.587,0.898,142759,0.734,5.18e-06,7,0.0912,-4.028,1,0.0427,115.948,4,0.94
spotify:track:40TZnaw4eDPChJNHw2Swf3,0.139,0.764,128005,0.264,0.0109,9,0.104,-18.716,0,0.12,135.016,5,0.0385
spotify:track:1OIsz9wmNHkToMKtK7dWx8,0.131,0.722,81255,0.558,0.0955,9,0.557,-12.581,1,0.0386,145.855,4,0.196
spotify:track:2eLFER6tM2IjnWVJaB3V8C,0.18,0.639,225532,0.665,0.885,7,0.141,-10.411,1,0.0295,102.109,4,0.772
spotify:track:0J03oqdENcMCKf6GwoosSg,0.397,0.803,184125,0.355,0.415,1,0.102,-10.867,1,0.11,106.975,4,0.284
spotify:track:5LBikzSkad9yQ6RH87Gdrm,0.0262,0.871,183066,0.87,1.98e-06,9,0.109,-4.797,1,0.202,150.147,4,0.83
spotify:track:65OVbaJR5O1RmwOQx0875b,0.0618,0.578,192956,0.449,2.17e-06,1,0.119,-6.349,1,0.286,136.006,4,0.1
spotify:track:2UVbBKQOdFAekPTRsnkzcf,0.00263,0.817,190288,0.816,0.0,2,0.159,-5.402,1,0.269,181.982,4,0.508
spotify:track:6rb3wFQ66EWR7DcPG0oEE1,0.0431,0.568,245241,0.76,1.53e-05,1,0.18,-6.455,0,0.275,100.042,4,0.481
spotify:track:1Y3LN4zO1Edc2EluIoSPJN,0.777,0.551,176440,0.55,0.0,10,0.202,-5.339,1,0.0286,101.19,3,0.342
spotify:track:3LoGJ6zyg8fjU6VUZrY22J,0.0666,0.722,197602,0.573,0.0,1,0.312,-10.736,1,0.0549,99.959,4,0.433
spotify:track:4XovaE8iAbznmSuK2v09US,0.0713,0.832,227556,0.992,0.282,6,0.627,-5.69,1,0.267,135.006,4,0.765
spotify:track:7MXVkk9YMctZqd1Srtv4MB,0.141,0.679,230453,0.587,6.35e-06,7,0.137,-7.015,1,0.276,186.003,4,0.486
spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,0.111,0.586,260253,0.525,0.0,1,0.134,-7.163,0,0.0616,133.63,4,0.507
spotify:track:2dHHgzDwk4BJdRwy9uXhTO,0.391,0.716,221520,0.613,0.0,1,0.0813,-6.018,0,0.0522,97.914,4,0.157
spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,0.428,0.773,269187,0.819,0.0,0,0.0679,-5.946,0,0.118,92.987,4,0.585
spotify:track:4KFM3A5QF2IMcc6nHsu3Wp,0.396,0.674,267267,0.347,1.04e-05,9,0.0916,-17.707,1,0.0364,102.014,4,0.647
spotify:track:2dpE7B7usqDVM9By5hnHJW,0.0348,0.811,281371,0.78,0.198,4,0.106,-6.86,0,0.149,136.995,4,0.196
spotify:track:7oDd86yk8itslrA9HRP2ki,0.232,0.531,232857,0.525,0.0,1,0.441,-6.5,0,0.0671,66.9,4,0.502
spotify:track:31mzt4ZV8C0f52pIz1NSwd,0.312,0.653,135529,0.474,6.65e-06,5,0.119,-10.899,0,0.103,85.024,4,0.361
spotify:track:5FQ77Cl1ndljtwwImdtjMy,0.0739,0.569,186043,0.758,0.0,5,0.326,-3.423,1,0.025,91.986,4,0.703
spotify:track:5sh52gzf6CxSuhGSWxGkfe,0.012,0.636,142527,0.537,0.00116,11,0.21,-11.129,0,0.124,160.002,4,0.0934
spotify:track:1EMXG7xTHOwp08FNwDcQeX,0.0827,0.646,252760,0.801,0.00023,1,0.0585,-6.177,1,0.0341,122.086,4,0.528
spotify:track:6GMIh8can7ns1fz5xFGRWf,0.000631,0.449,197677,0.863,0.882,5,0.0804,-3.703,1,0.054,175.015,4,0.651
spotify:track:3iPQmhcdomXH469jQ93Mou,0.000222,0.454,245013,0.924,3.01e-05,11,0.0973,-4.068,0,0.116,160.002,4,0.584
spotify:track:0VYhxVxH9ijmdHUKsON9Bk,0.281,0.747,191033,0.553,0.0,1,0.117,-7.294,1,0.117,141.888,4,0.262
spotify:track:1Epc3XwyYu3qw6qXNgdKp6,0.158,0.809,194770,0.354,0.883,10,0.107,-11.259,0,0.3,96.254,4,0.679
spotify:track:4H7WNRErSbONkM06blBoGc,0.449,0.506,204427,0.48,0.0,5,0.147,-5.418,1,0.0266,86.042,4,0.351
spotify:track:2VdT56BGpdqNHUgOe1j5vc,0.201,0.596,206453,0.571,0.0,2,0.0969,-4.997,1,0.0716,152.132,4,0.282
spotify:track:0O6u0VJ46W86TxN9wgyqDj,0.121,0.733,192841,0.67,0.0,5,0.121,-6.009,1,0.0751,100.964,4,0.472
spotify:track:4HG1YiGBseVKzjyKcmAJen,0.477,0.776,247893,0.482,0.0456,1,0.11,-11.269,1,0.0357,136.008,4,0.134
spotify:track:5VfNDZtMfc6OB2ovMSHtnx,0.0503,0.51,178329,0.682,1.09e-05,1,0.162,-8.327,1,0.33,87.561,4,0.184
spotify:track:5c549LWiKCWGvcDsZwMN6v,0.119,0.805,204755,0.525,0.00203,6,0.0779,-7.376,0,0.0638,100.033,4,0.693
spotify:track:2CzUlaKN1mvb0szagSR3ux,0.873,0.679,236704,0.281,0.00335,3,0.215,-15.506,0,0.184,74.996,4,0.234
spotify:track:54iqx8FozDfH95XVTOwRZn,0.0945,0.542,131358,0.758,0.0624,11,0.173,-5.999,1,0.0543,195.117,4,0.524
spotify:track:1gPJ3F2p8rwhlzr1AF58W7,0.00308,0.528,290743,0.934,0.00614,1,0.084,0.42,1,0.168,174.91,4,0.41
spotify:track:2JvbaCFEHS8aaakQ92xWmz,0.425,0.269,212000,0.455,0.903,8,0.262,-10.681,1,0.0575,74.48,4,0.0985
spotify:track:5OHUTC4EvTbL0DuZQRIGGX,0.235,0.452,210733,0.306,1.91e-05,2,0.0989,-9.632,1,0.0274,144.125,4,0.182
spotify:track:0IkP9yFbpTPYTDeTxhDjnc,0.675,0.734,180000,0.668,0.23,9,0.107,-10.78,1,0.036,127.995,4,0.212
spotify:track:0Pf6NzB4o9ASEPmUmvaRPm,0.0989,0.815,215026,0.596,0.891,4,0.106,-11.735,0,0.0486,125.009,4,0.57
spotify:track:6NoaDjRWB9AMaqTnxBH7Ow,0.524,0.851,139483,0.526,0.0041,8,0.0969,-6.577,0,0.245,83.518,4,0.571
spotify:track:6mpFGu6NWwjzGj7qLJkGoJ,0.636,0.641,196800,0.554,0.000711,8,0.149,-8.154,0,0.05,101.977,4,0.453
spotify:track:5aWfZXdf95Hoq166yshyde,0.531,0.495,173941,0.571,0.889,10,0.127,-12.842,1,0.0583,126.614,4,0.495
spotify:track:4i0y40eLTmexj9pCrCIkxF,0.198,0.734,117523,0.829,0.000809,4,0.162,-5.168,0,0.211,156.072,4,0.464
spotify:track:25vU8LxxVHH7ZOjqRE7tCJ,0.963,0.568,69948,0.105,0.0256,7,0.125,-15.549,1,0.0447,47.691,3,0.465
spotify:track:7nwJciynBkmT0rct6ulm1q,0.84,0.392,98909,0.517,0.524,3,0.109,-10.908,0,0.0479,164.955,4,0.138
spotify:track:3NOXmPtzHA7a7VMwVXYS8B,0.907,0.438,96486,0.456,0.86,6,0.108,-10.365,0,0.0301,148.074,4,0.219
spotify:track:1HoOvbp4GkOoe3kHNFvbKL,0.885,0.643,159089,0.419,0.0116,0,0.111,-11.171,0,0.0542,151.06,4,0.312
spotify:track:63sSsajLC8JA1yGV0p3LxG,0.928,0.591,74491,0.165,6.8e-05,7,0.115,-13.434,1,0.0431,139.614,4,0.294
spotify:track:7Bi7GXpFpQN7Ms98yKKtmb,0.66,0.572,108079,0.44,0.177,10,0.0912,-10.273,0,0.0389,150.822,4,0.267
spotify:track:7GVKfOD5anbSJvPPWDgJgN,0.127,0.577,159625,0.664,5.01e-06,7,0.477,-7.9,1,0.159,170.039,4,0.53
spotify:track:7uy8ykjVavhsToDZXYOe11,0.101,0.601,159728,0.774,0.151,8,0.0819,-6.66,1,0.461,152.002,4,0.0711
spotify:track:5hC5y2QgVef1wyUS65WJtR,0.386,0.797,122036,0.439,0.51,11,0.101,-8.21,0,0.122,113.058,4,0.965
spotify:track:1Oi2zpmL81Q0yScF1zxaC0,0.139,0.845,256027,0.576,0.0,11,0.0764,-5.15,0,0.153,127.641,4,0.461
spotify:track:0wbDgMuAoy7O7pL3a69uZx,0.168,0.975,234027,0.711,0.000552,8,0.0799,-3.904,1,0.0632,110.621,4,0.815
spotify:track:0FFsgUoFibYISzMxuGS61W,0.222,0.683,188893,0.615,8.25e-06,5,0.154,-5.737,1,0.0966,77.014,4,0.45
spotify:track:2HolBGR6tpiWI80MXoV1dJ,0.0366,0.619,212947,0.707,7.54e-05,1,0.13,-5.791,1,0.0499,168.995,4,0.558
spotify:track:0xWLeCTFQS1nxCMQeH4ELI,0.4,0.812,192735,0.669,2.64e-06,7,0.0946,-7.752,0,0.0906,100.007,4,0.549
spotify:track:7woqyrgxmwEBIcmfjHegWk,0.17,0.645,232933,0.839,0.0,6,0.0962,-4.424,1,0.0495,129.882,4,0.343
spotify:track:6cqcmtaxNL7YCKKsuYAPJo,0.315,0.644,264098,0.719,5.49e-05,1,0.11,-9.665,1,0.228,132.87,4,0.189
spotify:track:4TcrWSEHPv0q5tbizALJ73,0.0746,0.645,194186,0.544,0.621,6,0.107,-7.185,0,0.0346,133.986,4,0.131
spotify:track:6VMZZ5UQCfg417qeXrPZkt,0.00275,0.738,264375,0.956,0.572,9,0.6,-4.882,1,0.0953,128.001,4,0.389
spotify:track:4UZri5QfBsfHtXxwQg3hAm,0.632,0.495,258000,0.385,0.899,10,0.11,-20.511,1,0.0383,135.013,4,0.221
spotify:track:6Pn5YAIhhT85vxBD3YoIzG,0.0841,0.646,199120,0.667,0.661,10,0.133,-6.662,0,0.049,100.041,4,0.863
spotify:track:4sVMKZnUvPSa5FRmOGEHMf,0.237,0.693,150613,0.573,0.792,9,0.143,-7.029,0,0.047,159.644,4,0.363
spotify:track:4xdv44g82ubNtRvAfXrgGo,0.544,0.556,214947,0.454,0.000867,5,0.153,-7.111,1,0.037,82.306,4,0.331
spotify:track:6bimAQjh6FP1vZOXHrvs4j,0.169,0.731,180187,0.703,1.25e-05,4,0.221,-3.713,0,0.0406,127.96,4,0.576
spotify:track:5eoxxdN8CFARzyE9HDQYnv,0.867,0.724,134800,0.209,0.000222,7,0.134,-14.189,1,0.0637,125.976,4,0.595
spotify:track:5DC2vDvSnoTlzc5SZT61P2,0.0612,0.746,163787,0.844,0.0743,4,0.0633,-4.094,1,0.0303,123.996,4,0.836
spotify:track:1Eq1apVhfTcX1aVsjuoGHJ,0.789,0.748,164600,0.422,0.000287,7,0.116,-7.169,1,0.0422,93.048,4,0.36
spotify:track:5uFeCwnYemk7hu708Y4BZc,0.84,0.7,226120,0.0626,0.00078,2,0.114,-12.572,0,0.1,112.516,4,0.319
spotify:track:57w8ngBt0dIqRDiIHY5j46,0.375,0.948,273213,0.306,0.296,9,0.188,-11.223,0,0.0594,118.983,4,0.78
spotify:track:2XleePXiZOxwVUizlGdy9D,0.544,0.736,178547,0.501,0.000642,10,0.133,-6.594,0,0.0999,99.38,4,0.622
spotify:track:3J17Wt7w0qXzWOeb96FBjs,0.226,0.569,193970,0.519,0.0,5,0.13,-7.539,0,0.102,74.942,4,0.377
spotify:track:51rPRW8NjxZoWPPjnRGzHw,0.669,0.704,301893,0.487,8.64e-05,9,0.111,-6.407,0,0.0604,121.726,4,0.313
spotify:track:7BZMvAxfLVnhM2W2Hy7LfM,0.236,0.827,173115,0.488,5.17e-05,1,0.19,-8.966,1,0.163,110.969,4,0.452
spotify:track:35wau9leYsDWBTW4A0ISyL,0.0945,0.803,260670,0.473,2.26e-05,8,0.703,-8.845,0,0.0494,121.979,4,0.525
spotify:track:526fD9LiAEi3KKvhhYfWmm,0.0671,0.842,159242,0.603,7.91e-05,2,0.0869,-5.392,1,0.0993,99.035,4,0.507
spotify:track:3sEeuMg5KfKGaifEts0Gcp,0.214,0.836,168000,0.538,0.000121,9,0.101,-6.433,0,0.114,120.016,4,0.407
spotify:track:1rLTDj06u2cTO5wfN4SaMZ,0.107,0.729,170959,0.587,0.0,4,0.196,-5.745,0,0.302,145.956,4,0.446
spotify:track:3H8dfH94vuzEGLeSOJPlhq,0.933,0.536,82923,0.292,0.00596,8,0.159,-11.812,0,0.0322,106.109,5,0.509
spotify:track:3aoS34PhRtlFX1olut50vY,0.707,0.428,206162,0.435,0.00272,8,0.185,-8.839,0,0.062,149.157,4,0.205
spotify:track:4KE5ybnbzL6ErCNAudYZhf,0.166,0.712,178817,0.544,0.000498,1,0.181,-6.416,0,0.0609,105.075,4,0.408
spotify:track:16VIFc4vCBxCwRPFIY2U7s,0.185,0.882,208044,0.651,0.00158,0,0.128,-6.097,1,0.161,112.954,4,0.513
spotify:track:3lu6L8Yo0FsFjbfOhG9HFz,0.524,0.592,158671,0.487,4.93e-06,1,0.259,-10.237,1,0.338,159.925,4,0.668
spotify:track:1sHH9kE77X54j78gpBSe7E,0.635,0.709,254708,0.54,4.3e-06,0,0.547,-6.18,1,0.374,80.237,4,0.682
spotify:track:4FZdyC2A1yIdf6j3wXIdIf,0.407,0.778,161667,0.717,0.0162,3,0.86,-5.729,0,0.0804,144.231,4,0.577
spotify:track:39AkkoGAl2ILUDU2u9g9En,0.692,0.648,256750,0.522,0.0777,1,0.101,-10.139,1,0.0863,119.894,4,0.368
spotify:track:59nOXPmaKlBfGMDeOVGrIK,0.314,0.463,189893,0.642,0.0,1,0.0686,-4.474,1,0.34,83.389,4,0.339
spotify:track:4RkZWbpfkzXUyahUkR1Lyh,0.00724,0.806,157440,0.752,0.00384,6,0.057,-7.72,1,0.0884,125.043,4,0.452
spotify:track:1ZQjVAiWV88depF0Z17XUu,0.000282,0.371,247107,0.697,0.0,11,0.23,-4.615,0,0.0321,166.007,4,0.2
spotify:track:5r2620VyMS4JpB9UhmYjpG,0.0283,0.713,175676,0.837,0.0,11,0.0722,-5.96,0,0.0368,137.979,4,0.351
spotify:track:1TXydwDv0VSV92ijrUNBfN,0.69,0.772,139600,0.542,0.0,9,0.21,-9.855,1,0.0926,125.321,4,0.323
spotify:track:7BvTT1yH8V3dEzU7sPP2kl,0.592,0.681,206200,0.427,0.0,0,0.304,-10.505,1,0.33,140.035,4,0.463
spotify:track:2CwUy8aMNWAislPr58fDvI,0.683,0.404,200933,0.532,0.158,0,0.164,-8.989,1,0.0409,159.864,4,0.339
spotify:track:4WuOWVnAqvEQxgSRrspBgt,0.175,0.667,207307,0.648,0.000155,2,0.147,-5.117,1,0.284,87.975,4,0.254
spotify:track:52dZyvQ3mSuS76t9Dok4hq,0.00925,0.631,118027,0.704,0.00586,1,0.395,-6.893,1,0.0833,131.898,4,0.0926
spotify:track:70He9Bb1JohHQXq4XAavQD,0.308,0.76,138640,0.659,9.33e-06,6,0.103,-7.472,0,0.365,140.023,4,0.373
spotify:track:4Jtd2uIBBdAl5bOaLVIlNV,0.0791,0.672,171867,0.63,0.0,4,0.167,-6.841,0,0.285,75.286,4,0.354
spotify:track:0l6D20UUxbOemPoaGneKK6,0.00649,0.625,138613,0.805,0.34,7,0.656,-7.213,1,0.244,140.023,4,0.647
spotify:track:1YbiCzGm31mmkygom31OFB,0.346,0.396,193707,0.872,0.0,2,0.34,-4.728,1,0.0627,75.311,4,0.701
spotify:track:0LB75aAKEH0z5gmtwkoe3X,0.129,0.394,324347,0.414,0.817,4,0.193,-11.082,0,0.0415,120.003,4,0.036
spotify:track:126IwCmCYnLEDEMJQyKac6,0.000735,0.607,209143,0.431,0.195,7,0.113,-14.436,1,0.0317,139.975,4,0.22
spotify:track:46NK3rLjJF0pX4Vm1EESKd,0.0224,0.603,244800,0.681,0.804,5,0.121,-11.462,1,0.0329,100.008,4,0.311
spotify:track:5ODB96R32uiY66bh6KEr6Q,0.0192,0.655,218880,0.45,0.0454,2,0.123,-10.833,0,0.028,124.974,4,0.518
spotify:track:4Ow08jJXyhh0X9wj5s7Eki,0.00146,0.857,137749,0.763,0.00319,8,0.102,-6.953,1,0.061,115.076,4,0.929
spotify:track:5JVhw9xWLtG94NhySyCLjK,0.612,0.649,175647,0.464,1.21e-06,11,0.14,-11.246,0,0.364,141.013,4,0.151
spotify:track:1i9HDzbkCJwKOumBx6RPEW,0.0743,0.746,198676,0.551,0.00451,11,0.101,-10.795,0,0.0756,120.91,4,0.53
spotify:track:2wXgZB0bW64cdPiqZttfFG,0.503,0.838,130007,0.615,0.0,2,0.31,-7.876,0,0.214,125.039,4,0.363
spotify:track:7v3eVqsjn5UpnJqS0XiU4y,0.816,0.699,240162,0.405,0.0,3,0.174,-13.619,0,0.334,137.808,4,0.742
spotify:track:1TNHkCfUOLTGQEG6KPnDne,0.00398,0.962,226935,0.607,0.0229,9,0.058,-9.8,0,0.0542,125.017,4,0.843
spotify:track:3bYEYuHHiX1TmdLUiWykIc,5.01e-05,0.552,206627,0.882,0.787,6,0.0484,-5.292,1,0.0403,165.009,4,0.484
spotify:track:3sPjpqGIsdKJv3It9OHl27,9.51e-05,0.686,364138,0.975,0.773,2,0.125,-4.683,1,0.0902,144.973,4,0.536
spotify:track:0Pcv9iUz4JeLvNmagCNWvu,0.457,0.765,204480,0.422,3.85e-06,8,0.0967,-12.102,0,0.316,159.976,4,0.407
spotify:track:1EtQPs29ny5PPCwgzNW3Sv,0.011,0.591,159853,0.767,0.00389,1,0.14,-5.748,0,0.0934,131.175,4,0.405
spotify:track:2h5mbuL0DFueiKstOhEuDo,0.0979,0.655,305800,0.75,0.904,8,0.076,-8.591,1,0.0404,121.005,4,0.391
spotify:track:5uqQyRJV8qLt8zEqnvsBVK,0.0503,0.876,207733,0.282,4.59e-05,7,0.0741,-12.618,1,0.319,130.958,4,0.801
spotify:track:5cxskQNZLSxEkEhqdi5ad6,0.000165,0.581,320000,0.968,0.115,9,0.0998,-1.94,1,0.128,173.998,4,0.38
