duration_ms,explicit,name,popularity,uri,orig_uri,isrc
249173,False,Letzte Bahn,18,spotify:track:6wfoVIaKnpWTXRqopf3fKd,spotify:track:6wfoVIaKnpWTXRqopf3fKd,DEA810400351
266960,False,Meer sein,22,spotify:track:3B23anseGgviR76vHKvBgH,spotify:track:3B23anseGgviR76vHKvBgH,DEA810600310
373200,False,Unendlich - Single Version,19,spotify:track:09uDdFpjtVUofO3Rx5KjjQ,spotify:track:09uDdFpjtVUofO3Rx5KjjQ,DEA810600272
238333,False,1000 Fragen,19,spotify:track:0NO9heF9tw8VMofeZg46D4,spotify:track:0NO9heF9tw8VMofeZg46D4,DEA810301300
234400,False,Teil von mir,17,spotify:track:2nSSUiFx23YrlT4uhEUe3K,spotify:track:2nSSUiFx23YrlT4uhEUe3K,DEE861200088
193813,False,Kartenhaus,21,spotify:track:1CKNhIhvNNVNssTJNk1iuZ,spotify:track:1CKNhIhvNNVNssTJNk1iuZ,DEA810600311
166960,False,Mach's dir selbst,17,spotify:track:6oLWQNRMy4dVmRLQadofsy,spotify:track:6oLWQNRMy4dVmRLQadofsy,DEA810301264
216480,False,Schritte,25,spotify:track:3W1Ia3icTgTquGBe4lK3nR,spotify:track:3W1Ia3icTgTquGBe4lK3nR,DEE861903669
215320,False,Du fehlst hier,13,spotify:track:7lsi0kAFXHUCRjJzKlCZdA,spotify:track:7lsi0kAFXHUCRjJzKlCZdA,DEE861200095
209213,False,Ans Meer,25,spotify:track:1zfdY3x1ct50u1T3Hpw8js,spotify:track:1zfdY3x1ct50u1T3Hpw8js,DEE861200092
215937,False,Genauso,27,spotify:track:6e9IBIXG7N40OzV54cBV6f,spotify:track:6e9IBIXG7N40OzV54cBV6f,DEE862002417
274640,False,In Zeiten wie diesen,14,spotify:track:7v1fLFbfILRFqAbbKYOwLc,spotify:track:7v1fLFbfILRFqAbbKYOwLc,DEA810600319
183586,False,Ohne dich,16,spotify:track:5gndU2zT15TSDHsaFuDvkL,spotify:track:5gndU2zT15TSDHsaFuDvkL,DEA810400353
257293,False,Wissen was wird,13,spotify:track:4fFg0CgItpLxRFhTMg8i7g,spotify:track:4fFg0CgItpLxRFhTMg8i7g,DEA810400354
169506,False,Mein Osten,24,spotify:track:3sLLUW2EXMv91NUVN0hkWc,spotify:track:3sLLUW2EXMv91NUVN0hkWc,DEE861901805
250226,False,Ich wünsch dir was,12,spotify:track:6rXCoxSWRfHU5imGTP1t5u,spotify:track:6rXCoxSWRfHU5imGTP1t5u,DEA810600320
244880,False,Sunday Morning,75,spotify:track:5qII2n90lVdPDcgXEEVHNy,spotify:track:5qII2n90lVdPDcgXEEVHNy,USJAY0300086
243880,False,Bei dir,8,spotify:track:7KD6gc7FpWUzoSBoUtGkk0,spotify:track:7KD6gc7FpWUzoSBoUtGkk0,DEA810901152
